StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count
21769,2,11,5.5,16
21770,388,1638,4.221649484536083,2772
21773,163,1170,7.177914110429448,3035
21774,186,1095,5.887096774193548,3135
21775,139,515,3.7050359712230216,2990
21777,6,12,2.0,1094
21781,101,168,1.6633663366336633,2135
21784,44,57,1.2954545454545454,1567
21785,5,411,82.2,655
21786,226,1937,8.570796460176991,3124
21787,243,8875,36.522633744855966,3068
21788,85,1293,15.211764705882352,2298
21789,92,925,10.054347826086957,2482
21790,926,14521,15.681425485961123,3399
21791,607,7864,12.955518945634267,3309
21792,76,344,4.526315789473684,1721
21793,74,304,4.108108108108108,2138
21794,106,522,4.9245283018867925,2240
21801,125,1251,10.008,2858
21802,180,2122,11.78888888888889,3073
21803,198,2353,11.883838383838384,3142
21804,65,225,3.4615384615384617,2349
21807,30,438,14.6,1151
21808,48,180,3.75,2201
21809,117,1964,16.786324786324787,2695
21810,252,5840,23.174603174603174,2999
21811,245,4850,19.79591836734694,3025
21812,100,393,3.93,2750
21813,112,549,4.901785714285714,2885
21814,15,74,4.933333333333334,820
21815,29,158,5.448275862068965,2099
21816,7,33,4.714285714285714,359
21817,58,906,15.620689655172415,1893
21818,163,2737,16.791411042944784,2588
21819,124,2470,19.919354838709676,2418
21820,90,329,3.6555555555555554,2572
21821,62,251,4.048387096774194,2577
21822,97,698,7.195876288659794,2624
21823,97,1372,14.144329896907216,2572
21824,117,1916,16.376068376068375,2587
21826,35,125,3.5714285714285716,1867
21827,3,6,2.0,157
21828,84,330,3.9285714285714284,2468
21829,177,6765,38.220338983050844,2807
21830,99,2621,26.474747474747474,2345
21832,198,954,4.818181818181818,3074
21833,168,2726,16.226190476190474,2911
21836,3,5,1.6666666666666667,243
21839,1,1,1.0,48
21841,21,73,3.4761904761904763,1093
21843,539,2012,3.732838589981447,3111
21844,156,1847,11.83974358974359,2690
21845,82,1906,23.24390243902439,1465
21846,103,424,4.116504854368932,2908
21847,33,76,2.303030303030303,2218
21849,66,173,2.621212121212121,2620
21850,54,129,2.388888888888889,2603
21851,63,141,2.238095238095238,2749
21864,184,828,4.5,2729
21865,106,271,2.556603773584906,2706
21866,193,747,3.8704663212435233,2941
21867,121,348,2.87603305785124,2820
21868,302,2477,8.201986754966887,3122
21870,163,1407,8.631901840490798,2386
21871,357,5453,15.27450980392157,3236
21872,142,1292,9.098591549295774,2756
21873,116,1618,13.948275862068966,2729
21874,295,2974,10.08135593220339,3195
21875,148,2055,13.885135135135135,2970
21876,333,3789,11.378378378378379,3198
21877,349,5411,15.504297994269342,3153
21878,224,2523,11.263392857142858,2941
21879,94,1176,12.51063829787234,2533
21880,240,1903,7.929166666666666,3022
21881,79,1102,13.949367088607595,2493
21882,70,704,10.057142857142857,2442
21883,133,1653,12.428571428571429,2623
21884,93,1166,12.53763440860215,2705
21888,378,1688,4.465608465608466,3151
21889,587,6390,10.885860306643952,3317
21890,231,1147,4.965367965367966,2956
21891,425,8130,19.129411764705882,3192
21892,412,3192,7.747572815533981,3256
21894,130,592,4.553846153846154,2879
21895,2,2,1.0,147
21896,110,980,8.909090909090908,2385
21897,3,405,135.0,31
21898,25,493,19.72,1341
21899,278,2679,9.636690647482014,3106
21900,372,3228,8.67741935483871,3202
21901,308,1828,5.935064935064935,3139
21902,210,1962,9.342857142857143,2983
21903,180,1160,6.444444444444445,2835
21904,23,50,2.1739130434782608,680
21905,160,760,4.75,2836
21906,173,581,3.3583815028901736,2996
21907,367,2371,6.460490463215259,2978
21908,468,3771,8.057692307692308,3313
21910,8,36,4.5,522
21911,29,114,3.9310344827586206,1621
21912,396,1786,4.51010101010101,3214
21913,148,398,2.689189189189189,2940
21914,603,7876,13.061359867330017,3196
21915,661,21903,33.13615733736763,3214
21916,359,4599,12.81058495821727,3193
21917,225,4151,18.448888888888888,2889
21918,369,7199,19.509485094850948,3250
21922,208,898,4.3173076923076925,2713
21925,65,403,6.2,1277
21926,60,414,6.9,1221
21927,99,623,6.292929292929293,1579
21928,806,10468,12.987593052109181,3311
21929,865,11006,12.723699421965318,3363
21930,705,6438,9.13191489361702,3272
21931,1184,13651,11.52956081081081,3472
21932,446,2720,6.098654708520179,3108
21933,410,2672,6.517073170731707,3130
21934,411,2421,5.890510948905109,3267
21935,530,3393,6.40188679245283,3354
21936,531,3985,7.504708097928437,3160
21937,251,1707,6.800796812749004,2483
21942,103,287,2.7864077669902914,3019
21943,50,119,2.38,2601
21944,100,337,3.37,2876
21945,105,358,3.4095238095238094,2991
21946,25,86,3.44,2087
21947,152,811,5.3355263157894735,2950
21948,153,640,4.183006535947713,2971
21949,144,801,5.5625,2989
21955,206,1228,5.961165048543689,2561
21967,232,5271,22.719827586206897,3072
21972,65,335,5.153846153846154,2391
21973,30,159,5.3,909
21974,360,2219,6.163888888888889,3147
21975,601,12312,20.48585690515807,3228
21976,393,5199,13.229007633587786,3177
21977,869,24820,28.56156501726122,3415
21980,297,6685,22.50841750841751,3043
21981,271,5468,20.177121771217713,3158
21982,359,7173,19.98050139275766,3273
21983,155,2301,14.845161290322581,2870
21984,212,3458,16.31132075471698,3066
21985,427,8775,20.550351288056206,3207
21986,189,4067,21.51851851851852,2923
21987,171,2113,12.35672514619883,2321
21988,193,2321,12.025906735751295,2406
21989,335,2409,7.191044776119403,2828
21990,366,1672,4.5683060109289615,3267
21991,211,635,3.009478672985782,3119
21992,436,1901,4.360091743119266,3283
21993,425,1937,4.557647058823529,3298
22016,1,1,1.0,181
22021,71,365,5.140845070422535,1361
22023,146,1206,8.26027397260274,2898
22024,213,2406,11.295774647887324,3094
22025,130,1835,14.115384615384615,2779
22026,160,1644,10.275,2900
22027,362,4368,12.066298342541437,3113
22028,262,3042,11.610687022900763,3063
22029,527,8161,15.485768500948767,3246
22030,274,5527,20.17153284671533,2758
22031,80,504,6.3,2657
22032,60,427,7.116666666666666,2421
22033,22,337,15.318181818181818,1003
22034,4,10,2.5,943
22035,137,1452,10.598540145985401,2811
22037,354,3929,11.098870056497175,3119
22038,19,475,25.0,519
22039,7,250,35.714285714285715,298
22040,28,725,25.892857142857142,694
22041,361,4374,12.11634349030471,3020
22042,39,399,10.23076923076923,2187
22043,64,1238,19.34375,2428
22044,36,816,22.666666666666668,1007
22045,208,6527,31.379807692307693,1846
22046,75,2250,30.0,1299
22047,106,3375,31.839622641509433,1719
22048,32,975,30.46875,884
22049,33,1050,31.818181818181817,809
22050,40,1225,30.625,1010
22051,39,975,25.0,932
22052,27,650,24.074074074074073,761
22053,28,4244,151.57142857142858,669
22055,220,1375,6.25,2556
22057,61,584,9.573770491803279,1280
22059,173,1780,10.289017341040463,2551
22060,34,231,6.794117647058823,689
22061,146,582,3.9863013698630136,2126
22062,73,583,7.986301369863014,2233
22063,120,583,4.858333333333333,2470
22064,241,1728,7.170124481327801,3125
22065,241,6729,27.92116182572614,3062
22066,135,2239,16.585185185185185,2240
22067,70,408,5.828571428571428,2436
22068,143,526,3.6783216783216783,2897
22069,146,414,2.835616438356164,2895
22070,116,948,8.172413793103448,2692
22071,86,729,8.476744186046512,2411
22072,162,848,5.234567901234568,2346
22073,69,334,4.840579710144928,1784
22074,199,1402,7.045226130653266,3003
22075,200,1773,8.865,2912
22076,225,1259,5.595555555555555,2989
22077,955,9172,9.604188481675394,3433
22078,192,1369,7.130208333333333,2909
22079,323,1897,5.8730650154798765,3046
22080,155,1206,7.780645161290322,2585
22081,138,644,4.666666666666667,2880
22082,409,2680,6.552567237163815,3164
22083,610,4616,7.567213114754098,3316
22084,436,5181,11.88302752293578,2686
22085,97,548,5.649484536082475,2464
22086,1160,19329,16.66293103448276,3372
22087,326,4082,12.521472392638037,2816
22088,238,1893,7.953781512605042,2556
22089,272,1423,5.231617647058823,2738
22090,798,7562,9.476190476190476,3312
22091,167,1983,11.874251497005988,2938
22092,91,670,7.362637362637362,2042
22093,160,1830,11.4375,2499
22094,200,2166,10.83,2795
22095,143,1643,11.48951048951049,2916
22096,117,1366,11.675213675213675,2374
22097,145,1596,11.006896551724138,2609
22098,172,1992,11.581395348837209,2852
22099,153,1440,9.411764705882353,2870
22100,59,755,12.796610169491526,2467
22101,69,1438,20.840579710144926,2595
22102,31,1622,52.32258064516129,1572
22103,26,1248,48.0,1469
22104,59,288,4.88135593220339,2721
22105,33,574,17.393939393939394,2255
22106,47,349,7.425531914893617,2641
22107,179,592,3.3072625698324023,3035
22108,63,152,2.4126984126984126,2751
22109,296,1640,5.54054054054054,3211
22110,279,1172,4.200716845878136,3050
22111,771,4655,6.0376134889753565,3276
22112,858,6017,7.012820512820513,3249
22113,561,3220,5.739750445632799,3115
22114,643,5740,8.926905132192847,3173
22115,228,1549,6.793859649122807,2995
22116,148,575,3.885135135135135,2941
22117,95,1320,13.894736842105264,2556
22118,89,230,2.5842696629213484,2452
22119,106,345,3.2547169811320753,1937
22120,188,523,2.7819148936170213,2495
22121,133,352,2.6466165413533833,2645
22123,122,508,4.163934426229508,2944
22124,76,149,1.9605263157894737,2813
22125,3,13,4.333333333333333,164
22127,22,404,18.363636363636363,1029
22128,76,1762,23.18421052631579,1448
22129,100,1188,11.88,2563
22130,110,2277,20.7,2548
22131,291,2031,6.979381443298969,3075
22132,154,1038,6.740259740259741,2994
22133,133,816,6.135338345864661,2947
22134,162,889,5.487654320987654,3029
22135,179,567,3.1675977653631286,3099
22136,84,378,4.5,2342
22137,14,82,5.857142857142857,700
22138,934,4937,5.285867237687366,3218
22139,962,4518,4.696465696465697,3268
22141,457,2791,6.107221006564552,3186
22142,377,3247,8.612732095490717,3024
22144,544,4073,7.487132352941177,3238
22145,1,30,30.0,0
22146,1,1,1.0,39
22147,481,6226,12.943866943866944,3128
22148,186,1933,10.39247311827957,2369
22149,547,6070,11.09689213893967,3157
22150,468,3021,6.455128205128205,3190
22151,332,15126,45.56024096385542,2975
22152,105,2407,22.923809523809524,2519
22153,131,2593,19.793893129770993,2875
22154,162,3745,23.117283950617285,2955
22155,142,2452,17.267605633802816,2936
22156,256,2196,8.578125,3197
22157,11,212,19.272727272727273,418
22158,303,3413,11.264026402640264,3034
22161,340,5083,14.95,3258
22162,91,264,2.901098901098901,2866
22163,122,875,7.172131147540983,2923
22164,15,78,5.2,1188
22165,146,415,2.8424657534246576,3040
22166,87,207,2.3793103448275863,2515
22167,156,236,1.5128205128205128,2983
22168,76,143,1.881578947368421,1253
22169,372,1197,3.217741935483871,3100
22170,265,1068,4.030188679245283,2961
22171,382,1794,4.696335078534031,3069
22173,493,2444,4.9574036511156185,3310
22174,321,3218,10.024922118380061,3247
22175,171,877,5.128654970760234,2782
22176,115,512,4.452173913043478,2297
22178,1037,24275,23.40887174541948,3451
22179,289,966,3.342560553633218,3042
22180,155,330,2.129032258064516,2340
22181,57,591,10.368421052631579,2358
22182,122,372,3.0491803278688523,2810
22183,129,322,2.496124031007752,2559
22184,35,56,1.6,2095
22185,162,1472,9.08641975308642,2786
22186,149,848,5.691275167785235,2671
22187,192,1266,6.59375,2831
22188,189,4870,25.767195767195766,2754
22189,524,8284,15.80916030534351,3213
22190,116,676,5.827586206896552,2977
22191,415,1445,3.4819277108433737,2767
22192,365,954,2.6136986301369864,2842
22193,460,1400,3.0434782608695654,2880
22194,44,66,1.5,1689
22195,373,1976,5.297587131367292,3264
22196,472,2847,6.031779661016949,3332
22197,1392,56898,40.875,3545
22198,86,1025,11.918604651162791,2225
22199,167,467,2.7964071856287425,2875
22200,140,398,2.842857142857143,2652
22201,87,193,2.218390804597701,2699
22202,37,64,1.7297297297297298,1577
22203,145,403,2.779310344827586,2883
22204,79,197,2.4936708860759493,2519
22206,5,5,1.0,1110
22207,208,1333,6.408653846153846,3037
22208,280,1509,5.389285714285714,3135
22209,173,945,5.46242774566474,2899
22210,187,1017,5.438502673796791,2894
22211,196,1008,5.142857142857143,3023
22212,399,1609,4.032581453634085,3306
22214,56,193,3.4464285714285716,2482
22215,101,343,3.396039603960396,2372
22216,68,588,8.647058823529411,2702
22217,82,839,10.231707317073171,2403
22218,1,1,1.0,5
22219,544,4133,7.5974264705882355,3407
22220,86,231,2.686046511627907,2232
22221,51,131,2.5686274509803924,1968
22222,222,1057,4.761261261261262,2963
22223,78,441,5.653846153846154,2522
22224,164,834,5.085365853658536,2954
22227,289,2341,8.100346020761245,3148
22228,147,1000,6.802721088435374,2642
22229,101,568,5.623762376237623,2496
22230,101,1047,10.366336633663366,2652
22231,144,998,6.930555555555555,2719
22232,83,690,8.313253012048193,2318
22233,105,596,5.6761904761904765,2512
22236,88,308,3.5,1175
22241,239,1952,8.167364016736402,2710
22242,34,640,18.823529411764707,1624
22243,131,3098,23.64885496183206,2334
22244,159,1703,10.71069182389937,2761
22245,98,1262,12.877551020408163,2358
22246,90,431,4.788888888888889,2846
22247,113,668,5.911504424778761,2619
22248,109,593,5.440366972477064,2715
22249,145,928,6.4,2776
22250,147,819,5.571428571428571,2876
22251,137,712,5.197080291970803,2825
22252,67,643,9.597014925373134,1771
22254,61,657,10.770491803278688,2087
22255,77,629,8.168831168831169,2463
22256,50,286,5.72,1877
22257,42,373,8.880952380952381,1851
22258,77,912,11.844155844155845,2185
22259,44,481,10.931818181818182,1914
22260,104,552,5.3076923076923075,2875
22261,107,579,5.411214953271028,2795
22262,137,1023,7.467153284671533,2885
22263,51,326,6.392156862745098,2623
22264,96,1561,16.260416666666668,2536
22265,64,536,8.375,2202
22266,92,1887,20.51086956521739,2229
22267,83,836,10.072289156626505,1780
22268,158,2009,12.715189873417721,2659
22269,125,932,7.456,2662
22270,53,243,4.584905660377358,1549
22271,301,1701,5.651162790697675,2940
22272,48,196,4.083333333333333,1473
22273,331,4509,13.622356495468278,3030
22274,267,1340,5.0187265917602994,2929
22275,1,69,69.0,0
22276,85,290,3.411764705882353,2467
22277,100,417,4.17,2750
22278,178,405,2.2752808988764044,2977
22279,128,831,6.4921875,2967
22280,95,468,4.926315789473684,2797
22281,63,131,2.0793650793650795,1817
22282,99,149,1.505050505050505,2742
22283,155,299,1.929032258064516,2751
22284,131,927,7.076335877862595,2651
22285,120,870,7.25,2542
22286,115,1123,9.765217391304347,2583
22287,80,794,9.925,2418
22288,58,474,8.172413793103448,2096
22289,34,148,4.352941176470588,1997
22291,120,1289,10.741666666666667,2366
22292,112,1136,10.142857142857142,2436
22293,122,903,7.401639344262295,2588
22294,299,5457,18.25083612040134,3172
22295,250,2789,11.156,3020
22296,318,3140,9.874213836477987,3033
22297,378,4164,11.015873015873016,3229
22299,80,1379,17.2375,2704
22300,196,1528,7.795918367346939,2932
22301,252,2205,8.75,3044
22302,212,2329,10.985849056603774,2476
22303,261,2816,10.789272030651341,2654
22304,61,761,12.475409836065573,2289
22305,51,693,13.588235294117647,1992
22306,111,1162,10.468468468468469,2352
22307,74,770,10.405405405405405,2290
22308,105,250,2.380952380952381,2906
22309,121,369,3.049586776859504,2872
22310,109,668,6.128440366972477,2914
22311,142,1132,7.971830985915493,2912
22312,131,645,4.923664122137405,2816
22313,65,565,8.692307692307692,1949
22314,133,570,4.285714285714286,2862
22315,172,916,5.325581395348837,2944
22316,55,660,12.0,2341
22317,89,286,3.2134831460674156,2667
22318,142,462,3.2535211267605635,2808
22319,61,1322,21.672131147540984,1423
22320,73,189,2.589041095890411,1613
22321,132,893,6.765151515151516,2900
22322,139,820,5.899280575539568,2778
22323,1,1,1.0,25
22324,74,286,3.864864864864865,2781
22325,93,249,2.6774193548387095,2384
22326,732,8535,11.65983606557377,3201
22327,287,1167,4.066202090592334,3019
22328,581,6835,11.764199655765921,3133
22329,238,1603,6.735294117647059,3060
22331,183,1840,10.05464480874317,2783
22332,148,1032,6.972972972972973,2237
22333,317,4492,14.170347003154575,2852
22334,101,707,7.0,2053
22335,225,2380,10.577777777777778,3107
22336,79,2381,30.139240506329113,2553
22337,77,912,11.844155844155845,2673
22338,180,4679,25.994444444444444,2885
22339,83,2468,29.734939759036145,2548
22340,128,1398,10.921875,2760
22341,78,453,5.8076923076923075,2602
22342,128,997,7.7890625,2903
22343,94,1974,21.0,2508
22344,76,1225,16.11842105263158,2482
22345,71,1117,15.732394366197184,2451
22346,59,1034,17.52542372881356,2319
22348,358,4084,11.40782122905028,3183
22349,131,1366,10.427480916030534,2550
22350,120,1410,11.75,2694
22351,2,13,6.5,716
22352,482,3088,6.406639004149378,3223
22353,24,60,2.5,754
22354,83,750,9.036144578313253,2321
22355,882,18124,20.54875283446712,3378
22356,742,9716,13.09433962264151,3340
22357,180,468,2.6,3027
22358,255,698,2.7372549019607844,3104
22359,81,183,2.259259259259259,2605
22360,214,1010,4.719626168224299,2999
22361,268,727,2.712686567164179,3211
22362,133,408,3.0676691729323307,2952
22363,81,480,5.925925925925926,2696
22364,164,616,3.7560975609756095,3050
22365,179,789,4.407821229050279,2771
22366,220,800,3.6363636363636362,2842
22367,550,3749,6.816363636363636,3202
22371,392,1086,2.770408163265306,3328
22372,147,279,1.8979591836734695,2986
22374,223,546,2.4484304932735426,3095
22375,167,346,2.07185628742515,3099
22376,122,252,2.0655737704918034,2916
22377,207,1330,6.42512077294686,2943
22378,293,2283,7.791808873720137,3165
22379,748,6896,9.219251336898395,3345
22380,285,1312,4.603508771929825,3059
22381,469,3439,7.332622601279318,3118
22382,1157,10427,9.012100259291271,3339
22383,1285,12518,9.741634241245135,3452
22384,1090,10487,9.621100917431193,3337
22385,686,8666,12.63265306122449,3218
22386,1218,21448,17.60919540229885,3354
22389,45,338,7.511111111111111,2054
22390,36,266,7.388888888888889,1962
22391,29,158,5.448275862068965,1972
22393,71,510,7.183098591549296,2593
22394,23,168,7.304347826086956,1672
22395,33,152,4.606060606060606,2330
22396,128,1226,9.578125,2746
22398,248,2575,10.383064516129032,2709
22399,98,1152,11.755102040816327,2146
22400,150,1393,9.286666666666667,2380
22402,151,1719,11.3841059602649,2374
22403,125,1322,10.576,2767
22405,70,372,5.314285714285714,2555
22406,84,346,4.119047619047619,2615
22407,24,94,3.9166666666666665,1302
22408,29,145,5.0,1963
22409,57,228,4.0,2068
22410,58,237,4.086206896551724,2211
22411,1175,12574,10.70127659574468,3428
22412,147,911,6.197278911564626,2559
22413,412,3774,9.160194174757281,3111
22414,95,279,2.9368421052631577,2294
22415,13,19,1.4615384615384615,399
22416,76,868,11.421052631578947,2313
22417,520,8420,16.192307692307693,3156
22418,318,6564,20.641509433962263,3038
22419,272,3338,12.272058823529411,3169
22420,126,1333,10.579365079365079,2869
22421,213,2597,12.192488262910798,3084
22422,205,1273,6.209756097560976,3168
22423,1988,13851,6.967303822937626,3537
22424,454,873,1.922907488986784,3143
22425,166,460,2.7710843373493974,2689
22426,208,742,3.5673076923076925,2606
22427,506,2106,4.16205533596838,2949
22428,114,246,2.1578947368421053,2559
22429,376,1262,3.356382978723404,3125
22430,195,617,3.164102564102564,2599
22431,334,2058,6.161676646706587,2960
22432,277,1716,6.194945848375451,2771
22433,227,1394,6.140969162995595,2704
22434,124,793,6.395161290322581,2437
22435,266,2757,10.364661654135338,2968
22436,163,2134,13.0920245398773,2413
22437,226,2828,12.513274336283185,2891
22438,98,1009,10.295918367346939,2567
22439,197,1898,9.634517766497462,2908
22440,154,6010,39.02597402597402,2408
22441,219,1047,4.780821917808219,3063
22442,78,296,3.7948717948717947,1964
22443,90,164,1.8222222222222222,2030
22444,57,838,14.701754385964913,2170
22445,130,534,4.107692307692307,2814
22446,133,439,3.300751879699248,2854
22447,45,137,3.0444444444444443,2292
22448,45,201,4.466666666666667,2132
22449,143,491,3.4335664335664338,2712
22450,58,194,3.3448275862068964,1678
22451,51,222,4.352941176470588,1894
22452,144,722,5.013888888888889,2800
22453,78,442,5.666666666666667,2517
22454,41,266,6.487804878048781,1444
22456,476,1727,3.6281512605042017,3126
22457,1249,9119,7.301040832666133,3508
22458,23,523,22.73913043478261,1579
22459,25,386,15.44,1739
22460,211,2546,12.066350710900474,2958
22461,53,239,4.509433962264151,1924
22464,351,3402,9.692307692307692,3145
22465,198,2053,10.368686868686869,2885
22466,209,3069,14.68421052631579,2937
22467,681,7926,11.638766519823788,3367
22468,153,517,3.3790849673202614,2721
22469,1201,17963,14.956702747710242,3522
22470,925,9887,10.688648648648648,3395
22471,105,419,3.9904761904761905,2782
22472,107,320,2.9906542056074765,2708
22473,112,503,4.491071428571429,2649
22474,132,303,2.2954545454545454,2744
22475,138,313,2.2681159420289854,2685
22476,125,880,7.04,2834
22477,127,1364,10.740157480314961,2882
22478,140,1537,10.978571428571428,2916
22479,98,1139,11.622448979591837,2727
22480,73,630,8.63013698630137,1713
22481,128,825,6.4453125,2789
22482,53,478,9.018867924528301,1173
22483,169,770,4.556213017751479,2888
22485,208,526,2.5288461538461537,2718
22486,25,71,2.84,1930
22487,429,784,1.8275058275058276,3051
22488,415,3195,7.698795180722891,3156
22489,443,9719,21.939051918735892,3209
22491,219,3947,18.022831050228312,2600
22492,380,26633,70.08684210526316,2917
22493,220,2461,11.186363636363636,2836
22494,245,1088,4.440816326530612,3141
22495,98,282,2.877551020408163,2809
22496,79,253,3.2025316455696204,2241
22497,100,224,2.24,2649
22498,150,333,2.22,2711
22499,407,2091,5.137592137592137,2964
22500,96,248,2.5833333333333335,2343
22501,445,1602,3.6,2980
22502,463,1937,4.183585313174946,2973
22503,34,99,2.911764705882353,2043
22504,68,247,3.6323529411764706,2171
22505,311,1457,4.684887459807074,3074
22507,459,2960,6.44880174291939,3167
22508,296,1594,5.385135135135135,3046
22509,86,209,2.4302325581395348,1989
22510,42,210,5.0,1070
22511,54,251,4.648148148148148,1937
22512,37,122,3.2972972972972974,1662
22513,67,152,2.2686567164179103,2097
22514,99,302,3.0505050505050506,2454
22515,84,266,3.1666666666666665,2394
22516,62,206,3.3225806451612905,2349
22517,69,199,2.8840579710144927,2308
22518,81,363,4.481481481481482,1365
22519,88,411,4.670454545454546,1835
22520,113,719,6.3628318584070795,1750
22521,104,609,5.855769230769231,1874
22522,128,930,7.265625,1973
22523,135,864,6.4,2491
22524,81,642,7.925925925925926,1604
22525,74,489,6.608108108108108,1924
22526,79,125,1.5822784810126582,2112
22528,1,1,1.0,147
22529,70,851,12.157142857142857,2098
22530,233,3628,15.570815450643776,2948
22531,200,3382,16.91,2825
22532,73,1072,14.684931506849315,2167
22533,88,1782,20.25,2370
22534,261,4496,17.226053639846743,3022
22535,134,1763,13.156716417910447,2687
22536,156,4752,30.46153846153846,2572
22537,171,1929,11.280701754385966,2698
22538,40,402,10.05,2199
22539,136,2918,21.455882352941178,2951
22540,91,2519,27.681318681318682,2503
22541,35,503,14.371428571428572,2169
22543,55,1453,26.418181818181818,2310
22544,175,4518,25.81714285714286,2993
22545,75,1142,15.226666666666667,2607
22546,86,2103,24.453488372093023,2672
22547,101,809,8.009900990099009,2823
22548,209,1975,9.44976076555024,2896
22549,356,3188,8.955056179775282,3195
22550,217,1162,5.354838709677419,3035
22551,673,8074,11.99702823179792,3256
22553,560,4242,7.575,3312
22554,704,7803,11.083806818181818,3291
22555,515,6010,11.669902912621358,3104
22556,571,6113,10.705779334500876,3106
22557,566,4712,8.325088339222615,3296
22558,772,8676,11.238341968911918,3348
22559,81,505,6.234567901234568,2669
22560,389,8144,20.93573264781491,3110
22561,433,5883,13.58660508083141,2969
22562,211,1413,6.696682464454977,2748
22563,281,2823,10.04626334519573,2830
22564,186,2697,14.5,2654
22565,148,933,6.304054054054054,2856
22566,150,873,5.82,2786
22567,222,2448,11.027027027027026,3012
22568,470,3373,7.176595744680851,3099
22569,348,2759,7.92816091954023,2911
22570,386,3086,7.994818652849741,2964
22571,254,2434,9.582677165354331,3076
22572,179,1380,7.709497206703911,2960
22573,221,2684,12.144796380090497,3036
22574,222,2333,10.50900900900901,3028
22575,90,636,7.066666666666666,2384
22576,173,1538,8.890173410404625,2906
22577,538,10608,19.71747211895911,3172
22578,512,10460,20.4296875,3075
22579,338,5167,15.28698224852071,2987
22580,246,1311,5.329268292682927,2909
22581,177,1569,8.864406779661017,2920
22582,102,1061,10.401960784313726,2654
22583,111,573,5.162162162162162,2775
22584,196,2330,11.887755102040817,2919
22585,395,6221,15.749367088607595,3169
22586,161,856,5.316770186335404,2912
22587,161,918,5.701863354037267,2875
22588,175,684,3.9085714285714284,2974
22589,79,379,4.7974683544303796,2653
22591,86,413,4.8023255813953485,2312
22592,135,658,4.874074074074074,2739
22593,198,2263,11.429292929292929,2975
22594,196,2006,10.23469387755102,3024
22595,467,6788,14.535331905781584,3224
22596,262,3476,13.267175572519085,2636
22597,186,2821,15.166666666666666,2989
22598,95,990,10.421052631578947,2606
22599,123,1953,15.878048780487806,2645
22600,193,1698,8.797927461139896,3011
22601,200,2479,12.395,3000
22602,273,2215,8.113553113553113,3137
22603,171,1387,8.11111111111111,3008
22604,125,1251,10.008,2508
22605,299,782,2.6153846153846154,2982
22606,142,313,2.204225352112676,1903
22607,358,1327,3.706703910614525,2933
22608,144,5211,36.1875,2833
22609,155,5874,37.89677419354839,2769
22610,216,9572,44.31481481481482,2777
22611,46,225,4.891304347826087,1530
22613,145,1538,10.606896551724137,2634
22614,219,3032,13.844748858447488,2973
22615,102,2073,20.323529411764707,2708
22616,512,26119,51.013671875,3319
22617,464,2209,4.760775862068965,2946
22618,28,69,2.4642857142857144,863
22619,443,2480,5.598194130925508,3252
22620,483,4889,10.122153209109731,3266
22621,609,6148,10.095238095238095,3282
22622,267,1342,5.02621722846442,2753
22623,235,937,3.9872340425531916,2754
22624,711,1883,2.648382559774965,3250
22625,546,1620,2.967032967032967,3237
22626,199,517,2.5979899497487438,2619
22627,357,852,2.3865546218487395,3040
22628,190,965,5.078947368421052,2903
22629,900,14249,15.832222222222223,3353
22630,850,11780,13.858823529411765,3385
22631,396,3677,9.285353535353535,3096
22632,392,4468,11.39795918367347,2907
22633,479,4851,10.127348643006263,2960
22634,222,763,3.436936936936937,2580
22635,194,681,3.5103092783505154,2509
22636,198,595,3.005050505050505,2577
22637,329,2760,8.389057750759878,3016
22638,52,300,5.769230769230769,2255
22639,148,805,5.4391891891891895,2743
22640,57,237,4.157894736842105,2341
22641,37,139,3.7567567567567566,2185
22642,51,269,5.2745098039215685,2085
22643,48,238,4.958333333333333,2335
22644,276,2214,8.021739130434783,3015
22645,351,2354,6.706552706552706,3148
22646,390,4160,10.666666666666666,3119
22647,45,732,16.266666666666666,1930
22649,200,795,3.975,2722
22650,143,851,5.951048951048951,2800
22651,170,2166,12.741176470588234,3090
22652,467,5091,10.901498929336189,2956
22653,250,1876,7.504,3062
22654,328,1411,4.301829268292683,3171
22655,38,60,1.5789473684210527,642
22656,20,26,1.3,339
22659,707,11504,16.27157001414427,3365
22660,102,364,3.5686274509803924,2521
22661,415,5194,12.51566265060241,3082
22662,682,6706,9.832844574780058,3218
22663,450,3419,7.597777777777778,3148
22664,162,713,4.401234567901234,2929
22665,356,1516,4.258426966292135,3076
22666,1111,8269,7.442844284428443,3501
22667,464,2882,6.211206896551724,2859
22668,345,2179,6.315942028985507,3066
22669,234,1128,4.82051282051282,3033
22670,301,1882,6.25249169435216,3095
22671,144,962,6.680555555555555,2794
22672,219,1476,6.739726027397261,2923
22673,131,791,6.038167938931298,2576
22674,187,1346,7.197860962566845,2838
22675,164,1240,7.560975609756097,2815
22676,199,1155,5.8040201005025125,2837
22677,188,1001,5.324468085106383,2735
22678,160,843,5.26875,2859
22679,152,740,4.868421052631579,2695
22680,153,842,5.503267973856209,2684
22681,126,710,5.634920634920635,2581
22682,113,677,5.991150442477876,2394
22683,119,644,5.411764705882353,2571
22684,98,531,5.418367346938775,2477
22685,99,594,6.0,2260
22686,158,993,6.284810126582278,2771
22687,52,590,11.346153846153847,2199
22688,32,705,22.03125,1056
22689,146,673,4.609589041095891,2697
22690,285,1619,5.680701754385965,2632
22691,120,371,3.091666666666667,2306
