StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved,recommended_distance
20970,262,1116,4.243346007604563,2807,Active/Regular Products,Zone B,25.0,735696,60,35.0,25.0
22622,267,1342,5.02621722846442,2753,Active/Regular Products,Zone B,25.0,735318,60,35.0,25.0
20983,268,2737,9.88086642599278,2741,Active/Regular Products,Zone B,25.0,734856,60,35.0,25.0
22772,254,3793,14.81640625,2876,Active/Regular Products,Zone B,25.0,730758,60,35.0,25.0
23332,287,2059,6.956081081081081,2540,Active/Regular Products,Zone B,25.0,729267,60,35.0,25.0
22329,238,1603,6.707112970711297,3060,Active/Regular Products,Zone B,25.0,728518,60,35.0,25.0
21041,255,914,3.556420233463035,2852,Active/Regular Products,Zone B,25.0,727515,60,35.0,25.0
84997A,260,2573,9.896153846153846,2792,Active/Regular Products,Zone B,25.0,726180,60,35.0,25.0
22814,235,2129,9.059574468085106,3087,Active/Regular Products,Zone B,25.0,725680,60,35.0,25.0
21880,240,1903,7.896265560165975,3022,Active/Regular Products,Zone B,25.0,725520,60,35.0,25.0
22917,240,1937,8.037344398340249,3018,Active/Regular Products,Zone B,25.0,724560,60,35.0,25.0
23570,276,2772,9.692307692307692,2621,Active/Regular Products,Zone B,25.0,723672,60,35.0,25.0
22920,242,3423,14.028688524590164,2982,Active/Regular Products,Zone B,25.0,721886,60,35.0,25.0
20963,229,1336,5.758620689655173,3151,Active/Regular Products,Zone B,25.0,721808,60,35.0,25.0
20982,256,2151,8.305019305019306,2804,Active/Regular Products,Zone B,25.0,718080,60,35.0,25.0
84509A,230,896,3.895652173913044,3120,Active/Regular Products,Zone B,25.0,717830,60,35.0,25.0
22919,240,1753,7.213991769547325,2987,Active/Regular Products,Zone B,25.0,717120,60,35.0,25.0
M,289,6984,22.10126582278481,2478,Active/Regular Products,Zone B,25.0,716431,60,35.0,25.0
22918,238,1869,7.755186721991701,3009,Active/Regular Products,Zone B,25.0,716380,60,35.0,25.0
22580,246,1311,5.329268292682927,2909,Active/Regular Products,Zone B,25.0,715860,60,35.0,25.0
84792,241,833,3.42798353909465,2964,Active/Regular Products,Zone B,25.0,714565,60,35.0,25.0
20961,228,1232,5.379912663755459,3133,Active/Regular Products,Zone B,25.0,714552,60,35.0,25.0
22916,237,1905,7.871900826446281,3010,Active/Regular Products,Zone B,25.0,713607,60,35.0,25.0
21967,232,5271,22.429787234042557,3072,Active/Regular Products,Zone B,25.0,712936,60,35.0,25.0
23254,299,1703,5.657807308970099,2382,Active/Regular Products,Zone B,25.0,712517,60,35.0,25.0
20828,241,1128,4.548387096774194,2954,Active/Regular Products,Zone B,25.0,712155,60,35.0,25.0
20682,237,1235,5.189075630252101,2996,Active/Regular Products,Zone B,25.0,710289,60,35.0,25.0
22669,234,1128,4.82051282051282,3033,Active/Regular Products,Zone B,25.0,709956,60,35.0,25.0
23197,249,1478,5.912,2846,Active/Regular Products,Zone B,25.0,708903,60,35.0,25.0
22741,233,8547,36.52564102564103,3037,Active/Regular Products,Zone B,25.0,707854,60,35.0,25.0
21786,226,1937,8.385281385281385,3124,Active/Regular Products,Zone B,25.0,706250,60,35.0,25.0
22781,232,621,2.6767241379310347,3042,Active/Regular Products,Zone B,25.0,705976,60,35.0,25.0
23078,257,6831,26.579766536964986,2742,Active/Regular Products,Zone B,25.0,704951,60,35.0,25.0
21519,246,3299,13.410569105691057,2862,Active/Regular Products,Zone B,25.0,704298,60,35.0,25.0
23100,257,2166,8.23574144486692,2731,Active/Regular Products,Zone B,25.0,702124,60,35.0,25.0
22335,225,2380,10.347826086956522,3107,Active/Regular Products,Zone B,25.0,699300,60,35.0,25.0
23118,258,813,3.1511627906976742,2700,Active/Regular Products,Zone B,25.0,696858,60,35.0,25.0
35471D,223,1848,8.0,3118,Active/Regular Products,Zone B,25.0,695537,60,35.0,25.0
85227,223,1477,6.449781659388647,3109,Active/Regular Products,Zone B,25.0,693530,60,35.0,25.0
22303,261,2816,10.748091603053435,2654,Active/Regular Products,Zone B,25.0,692955,60,35.0,25.0
22775,237,3105,12.830578512396697,2917,Active/Regular Products,Zone B,25.0,691566,60,35.0,25.0
22596,262,3476,13.116981132075471,2636,Active/Regular Products,Zone B,25.0,690894,60,35.0,25.0
48111,233,1172,5.0085470085470085,2963,Active/Regular Products,Zone B,25.0,690612,60,35.0,25.0
22972,229,1795,7.804347826086956,3014,Active/Regular Products,Zone B,25.0,690435,60,35.0,25.0
22374,223,546,2.4375,3095,Active/Regular Products,Zone B,25.0,690408,60,35.0,25.0
21718,229,1493,6.491304347826087,3005,Active/Regular Products,Zone B,25.0,688374,60,35.0,25.0
20981,249,1974,7.896,2762,Active/Regular Products,Zone B,25.0,687987,60,35.0,25.0
22530,233,3628,15.438297872340426,2948,Active/Regular Products,Zone B,25.0,687117,60,35.0,25.0
21715,231,1330,5.732758620689655,2970,Active/Regular Products,Zone B,25.0,686301,60,35.0,25.0
23534,260,1387,5.314176245210728,2636,Active/Regular Products,Zone B,25.0,685620,60,35.0,25.0
22115,228,1549,6.734782608695652,2995,Active/Regular Products,Zone B,25.0,683088,60,35.0,25.0
21890,231,1147,4.901709401709402,2956,Active/Regular Products,Zone B,25.0,683067,60,35.0,25.0
23012,246,1071,4.318548387096774,2758,Active/Regular Products,Zone B,25.0,678714,60,35.0,25.0
23112,241,546,2.265560165975104,2811,Active/Regular Products,Zone B,25.0,677692,60,35.0,25.0
22714,225,3487,15.497777777777776,2996,Active/Regular Products,Zone B,25.0,674325,60,35.0,25.0
22076,225,1259,5.570796460176991,2989,Active/Regular Products,Zone B,25.0,672750,60,35.0,25.0
22574,222,2333,10.415178571428571,3028,Active/Regular Products,Zone B,25.0,672438,60,35.0,25.0
22965,236,1371,5.784810126582278,2847,Active/Regular Products,Zone B,25.0,672128,60,35.0,25.0
22398,248,2575,10.218253968253968,2709,Active/Regular Products,Zone B,25.0,672080,60,35.0,25.0
21381,224,1811,8.013274336283185,2999,Active/Regular Products,Zone B,25.0,672000,60,35.0,25.0
22573,221,2684,12.09009009009009,3036,Active/Regular Products,Zone B,25.0,671177,60,35.0,25.0
22441,219,1047,4.737556561085973,3063,Active/Regular Products,Zone B,25.0,671016,60,35.0,25.0
23005,241,4733,19.39754098360656,2783,Active/Regular Products,Zone B,25.0,670944,60,35.0,25.0
23571,257,2841,10.84351145038168,2602,Active/Regular Products,Zone B,25.0,668971,60,35.0,25.0
22567,222,2448,10.928571428571429,3012,Active/Regular Products,Zone B,25.0,668886,60,35.0,25.0
21411,241,785,3.230452674897119,2771,Active/Regular Products,Zone B,25.0,668052,60,35.0,25.0
22753,217,1010,4.6118721461187215,3075,Active/Regular Products,Zone B,25.0,667492,60,35.0,25.0
23229,256,1869,7.30078125,2605,Active/Regular Products,Zone B,25.0,667136,60,35.0,25.0
22801,220,1027,4.584821428571429,3023,Active/Regular Products,Zone B,25.0,665280,60,35.0,25.0
23080,257,1074,4.114942528735632,2577,Active/Regular Products,Zone B,25.0,662546,60,35.0,25.0
23110,255,700,2.734375,2593,Active/Regular Products,Zone B,25.0,661470,60,35.0,25.0
20996,225,3191,14.119469026548671,2930,Active/Regular Products,Zone B,25.0,659475,60,35.0,25.0
22024,213,2406,11.295774647887324,3094,Active/Regular Products,Zone B,25.0,659235,60,35.0,25.0
21878,224,2523,11.06578947368421,2941,Active/Regular Products,Zone B,25.0,659008,60,35.0,25.0
22550,217,1162,5.354838709677419,3035,Active/Regular Products,Zone B,25.0,658812,60,35.0,25.0
21531,246,1516,6.112903225806452,2676,Active/Regular Products,Zone B,25.0,658542,60,35.0,25.0
23004,221,2002,8.9375,2978,Active/Regular Products,Zone B,25.0,658359,60,35.0,25.0
21991,211,635,2.9952830188679247,3119,Active/Regular Products,Zone B,25.0,658320,60,35.0,25.0
22222,222,1057,4.761261261261262,2963,Active/Regular Products,Zone B,25.0,658008,60,35.0,25.0
21313,214,3321,15.518691588785046,3072,Active/Regular Products,Zone B,25.0,657622,60,35.0,25.0
22421,213,2597,12.07906976744186,3084,Active/Regular Products,Zone B,25.0,657105,60,35.0,25.0
22713,217,3441,15.784403669724773,3024,Active/Regular Products,Zone B,25.0,656425,60,35.0,25.0
22736,223,1222,5.383259911894273,2941,Active/Regular Products,Zone B,25.0,656066,60,35.0,25.0
23302,230,1536,6.592274678111588,2850,Active/Regular Products,Zone B,25.0,655730,60,35.0,25.0
22813,218,2372,10.880733944954128,3003,Active/Regular Products,Zone B,25.0,654872,60,35.0,25.0
22437,226,2828,12.458149779735685,2891,Active/Regular Products,Zone B,25.0,653592,60,35.0,25.0
22978,238,2464,10.352941176470589,2742,Active/Regular Products,Zone B,25.0,652834,60,35.0,25.0
85049C,224,1215,5.3056768558951966,2911,Active/Regular Products,Zone B,25.0,652288,60,35.0,25.0
22614,219,3032,13.657657657657658,2973,Active/Regular Products,Zone B,25.0,651306,60,35.0,25.0
22747,227,954,4.165938864628821,2868,Active/Regular Products,Zone B,25.0,651263,60,35.0,25.0
23083,246,1932,7.759036144578313,2644,Active/Regular Products,Zone B,25.0,650670,60,35.0,25.0
21917,225,4151,18.448888888888888,2889,Active/Regular Products,Zone B,25.0,650250,60,35.0,25.0
21984,212,3458,16.1588785046729,3066,Active/Regular Products,Zone B,25.0,650204,60,35.0,25.0
23176,226,2165,9.537444933920703,2876,Active/Regular Products,Zone B,25.0,650202,60,35.0,25.0
22422,205,1273,6.120192307692308,3168,Active/Regular Products,Zone B,25.0,649645,60,35.0,25.0
23089,225,2354,10.324561403508772,2882,Active/Regular Products,Zone B,25.0,648675,60,35.0,25.0
22241,239,1952,8.099585062240664,2710,Active/Regular Products,Zone B,25.0,647929,60,35.0,25.0
22623,235,937,3.987234042553192,2754,Active/Regular Products,Zone B,25.0,647425,60,35.0,25.0
21090,217,2413,11.068807339449542,2962,Active/Regular Products,Zone B,25.0,642971,60,35.0,25.0
20733,205,1234,5.990291262135922,3134,Active/Regular Products,Zone B,25.0,642675,60,35.0,25.0
84969,210,558,2.657142857142857,3058,Active/Regular Products,Zone B,25.0,642390,60,35.0,25.0
22360,214,1010,4.697674418604652,2999,Active/Regular Products,Zone B,25.0,642000,60,35.0,25.0
23167,231,5847,24.567226890756302,2776,Active/Regular Products,Zone B,25.0,641487,60,35.0,25.0
22672,219,1476,6.678733031674208,2923,Active/Regular Products,Zone B,25.0,640356,60,35.0,25.0
22796,232,582,2.4871794871794872,2758,Active/Regular Products,Zone B,25.0,640088,60,35.0,25.0
22994,218,2194,10.018264840182647,2934,Active/Regular Products,Zone B,25.0,639830,60,35.0,25.0
22855,237,2642,11.100840336134452,2689,Active/Regular Products,Zone B,25.0,637530,60,35.0,25.0
22792,206,2785,13.519417475728156,3087,Active/Regular Products,Zone B,25.0,636128,60,35.0,25.0
22997,222,2545,11.41255605381166,2859,Active/Regular Products,Zone B,25.0,634920,60,35.0,25.0
22207,208,1333,6.408653846153846,3037,Active/Regular Products,Zone B,25.0,631904,60,35.0,25.0
21508,213,2478,11.633802816901408,2960,Active/Regular Products,Zone B,25.0,630693,60,35.0,25.0
85131D,206,850,4.12621359223301,3054,Active/Regular Products,Zone B,25.0,629330,60,35.0,25.0
21714,225,1651,7.273127753303965,2791,Active/Regular Products,Zone B,25.0,628200,60,35.0,25.0
21561,213,1281,5.985981308411215,2945,Active/Regular Products,Zone B,25.0,627498,60,35.0,25.0
22743,206,930,4.492753623188406,3042,Active/Regular Products,Zone B,25.0,626858,60,35.0,25.0
21902,210,1962,9.211267605633802,2983,Active/Regular Products,Zone B,25.0,626640,60,35.0,25.0
22366,220,800,3.636363636363636,2842,Active/Regular Products,Zone B,25.0,625460,60,35.0,25.0
22460,211,2546,12.066350710900474,2958,Active/Regular Products,Zone B,25.0,624349,60,35.0,25.0
22493,220,2461,11.085585585585584,2836,Active/Regular Products,Zone B,25.0,624140,60,35.0,25.0
22999,222,2894,12.862222222222222,2809,Active/Regular Products,Zone B,25.0,623820,60,35.0,25.0
23147,261,1868,7.049056603773585,2388,Active/Regular Products,Zone B,25.0,623529,60,35.0,25.0
21937,251,1707,6.773809523809524,2483,Active/Regular Products,Zone B,25.0,623484,60,35.0,25.0
23582,259,4802,18.32824427480916,2404,Active/Regular Products,Zone B,25.0,622895,60,35.0,25.0
21803,198,2353,11.883838383838384,3142,Active/Regular Products,Zone B,25.0,622314,60,35.0,25.0
23194,214,1835,8.456221198156681,2895,Active/Regular Products,Zone B,25.0,619744,60,35.0,25.0
21124,240,4011,16.574380165289256,2579,Active/Regular Products,Zone B,25.0,619200,60,35.0,25.0
22982,212,1154,5.443396226415095,2919,Active/Regular Products,Zone B,25.0,619040,60,35.0,25.0
23368,232,2379,10.080508474576272,2665,Active/Regular Products,Zone B,25.0,618512,60,35.0,25.0
21746,226,3075,13.486842105263158,2732,Active/Regular Products,Zone B,25.0,617658,60,35.0,25.0
21539,238,969,4.0375,2593,Active/Regular Products,Zone B,25.0,617372,60,35.0,25.0
21012,199,1169,5.815920398009951,3092,Active/Regular Products,Zone B,25.0,615507,60,35.0,25.0
23154,235,2701,11.254166666666666,2613,Active/Regular Products,Zone B,25.0,614290,60,35.0,25.0
22466,209,3069,14.545023696682463,2937,Active/Regular Products,Zone B,25.0,614042,60,35.0,25.0
22433,227,1394,6.0873362445414845,2704,Active/Regular Products,Zone B,25.0,614035,60,35.0,25.0
22921,209,1716,8.17142857142857,2925,Active/Regular Products,Zone B,25.0,611534,60,35.0,25.0
22800,203,870,4.285714285714286,3009,Active/Regular Products,Zone B,25.0,611030,60,35.0,25.0
23286,222,5048,22.73873873873874,2745,Active/Regular Products,Zone B,25.0,609612,60,35.0,25.0
22377,207,1330,6.42512077294686,2943,Active/Regular Products,Zone B,25.0,609408,60,35.0,25.0
21832,198,954,4.793969849246231,3074,Active/Regular Products,Zone B,25.0,608850,60,35.0,25.0
22088,238,1893,7.8875,2556,Active/Regular Products,Zone B,25.0,608566,60,35.0,25.0
22974,204,1598,7.795121951219512,2979,Active/Regular Products,Zone B,25.0,607920,60,35.0,25.0
23148,247,2139,8.421259842519685,2460,Active/Regular Products,Zone B,25.0,607867,60,35.0,25.0
23292,222,2181,9.780269058295964,2733,Active/Regular Products,Zone B,25.0,606948,60,35.0,25.0
22548,209,1975,9.316037735849056,2896,Active/Regular Products,Zone B,25.0,605473,60,35.0,25.0
23013,223,924,4.125,2709,Active/Regular Products,Zone B,25.0,604330,60,35.0,25.0
21390,212,3903,17.82191780821918,2844,Active/Regular Products,Zone B,25.0,603140,60,35.0,25.0
22943,209,1355,6.483253588516747,2884,Active/Regular Products,Zone B,25.0,602965,60,35.0,25.0
22897,211,1350,6.367924528301887,2854,Active/Regular Products,Zone B,25.0,602405,60,35.0,25.0
22601,200,2479,12.272277227722771,3000,Active/Regular Products,Zone B,25.0,600200,60,35.0,25.0
22610,216,9572,44.11059907834101,2777,Active/Regular Products,Zone B,25.0,600048,60,35.0,25.0
23159,223,2293,10.236607142857142,2689,Active/Regular Products,Zone B,25.0,599870,60,35.0,25.0
47504K,212,2018,9.342592592592592,2826,Active/Regular Products,Zone B,25.0,599324,60,35.0,25.0
23283,233,994,4.266094420600858,2567,Active/Regular Products,Zone B,25.0,598344,60,35.0,25.0
22074,199,1402,7.01,3003,Active/Regular Products,Zone B,25.0,597796,60,35.0,25.0
22807,195,818,4.152284263959391,3046,Active/Regular Products,Zone B,25.0,594165,60,35.0,25.0
22594,196,2006,10.182741116751268,3024,Active/Regular Products,Zone B,25.0,592900,60,35.0,25.0
22211,196,1008,5.014925373134329,3023,Active/Regular Products,Zone B,25.0,592704,60,35.0,25.0
23399,225,1914,8.179487179487179,2619,Active/Regular Products,Zone B,25.0,589500,60,35.0,25.0
22593,198,2263,11.315,2975,Active/Regular Products,Zone B,25.0,589248,60,35.0,25.0
23389,237,1115,4.665271966527197,2481,Active/Regular Products,Zone B,25.0,588234,60,35.0,25.0
85132C,211,1520,7.169811320754717,2781,Active/Regular Products,Zone B,25.0,587002,60,35.0,25.0
22839,201,445,2.202970297029703,2906,Active/Regular Products,Zone B,25.0,584307,60,35.0,25.0
21774,186,1095,5.855614973262032,3135,Active/Regular Products,Zone B,25.0,583296,60,35.0,25.0
22075,200,1773,8.777227722772277,2912,Active/Regular Products,Zone B,25.0,582600,60,35.0,25.0
21068,198,1638,8.231155778894472,2941,Active/Regular Products,Zone B,25.0,582516,60,35.0,25.0
22600,193,1698,8.66326530612245,3011,Active/Regular Products,Zone B,25.0,581316,60,35.0,25.0
22562,211,1413,6.696682464454977,2748,Active/Regular Products,Zone B,25.0,580039,60,35.0,25.0
21623,221,3269,14.79185520361991,2605,Active/Regular Products,Zone B,25.0,575926,60,35.0,25.0
22300,196,1528,7.795918367346939,2932,Active/Regular Products,Zone B,25.0,574868,60,35.0,25.0
75049L,205,7102,33.98086124401914,2799,Active/Regular Products,Zone B,25.0,574000,60,35.0,25.0
22439,197,1898,9.442786069651742,2908,Active/Regular Products,Zone B,25.0,573073,60,35.0,25.0
20751,198,971,4.783251231527093,2893,Active/Regular Products,Zone B,25.0,573012,60,35.0,25.0
22634,222,763,3.40625,2580,Active/Regular Products,Zone B,25.0,572982,60,35.0,25.0
22584,196,2330,11.82741116751269,2919,Active/Regular Products,Zone B,25.0,572320,60,35.0,25.0
22465,198,2053,10.265,2885,Active/Regular Products,Zone B,25.0,571428,60,35.0,25.0
23014,209,856,4.056872037914692,2727,Active/Regular Products,Zone B,25.0,570152,60,35.0,25.0
22491,219,3947,17.85972850678733,2600,Active/Regular Products,Zone B,25.0,569619,60,35.0,25.0
85184C,193,1652,8.515463917525773,2948,Active/Regular Products,Zone B,25.0,569157,60,35.0,25.0
22841,213,529,2.483568075117371,2671,Active/Regular Products,Zone B,25.0,569136,60,35.0,25.0
22809,204,1240,6.019417475728155,2787,Active/Regular Products,Zone B,25.0,568752,60,35.0,25.0
22956,198,2050,10.199004975124378,2871,Active/Regular Products,Zone B,25.0,568656,60,35.0,25.0
20674,205,1563,7.587378640776699,2769,Active/Regular Products,Zone B,25.0,567850,60,35.0,25.0
21866,193,747,3.850515463917526,2941,Active/Regular Products,Zone B,25.0,567806,60,35.0,25.0
23393,229,801,3.467532467532468,2478,Active/Regular Products,Zone B,25.0,567691,60,35.0,25.0
48129,205,904,4.388349514563107,2765,Active/Regular Products,Zone B,25.0,567030,60,35.0,25.0
23290,214,2430,11.355140186915888,2644,Active/Regular Products,Zone B,25.0,566030,60,35.0,25.0
23163,209,1832,8.76555023923445,2705,Active/Regular Products,Zone B,25.0,565554,60,35.0,25.0
22485,208,526,2.5288461538461537,2718,Active/Regular Products,Zone B,25.0,565552,60,35.0,25.0
22531,200,3382,16.82587064676617,2825,Active/Regular Products,Zone B,25.0,565200,60,35.0,25.0
22676,199,1155,5.775,2837,Active/Regular Products,Zone B,25.0,564762,60,35.0,25.0
21922,208,898,4.29665071770335,2713,Active/Regular Products,Zone B,25.0,564512,60,35.0,25.0
22055,220,1375,6.138392857142857,2556,Active/Regular Products,Zone B,25.0,562540,60,35.0,25.0
22805,195,1890,9.692307692307692,2883,Active/Regular Products,Zone B,25.0,562380,60,35.0,25.0
23382,220,1875,8.484162895927602,2553,Active/Regular Products,Zone B,25.0,561880,60,35.0,25.0
21658,212,878,4.122065727699531,2643,Active/Regular Products,Zone B,25.0,560528,60,35.0,25.0
23242,214,1470,6.774193548387097,2616,Active/Regular Products,Zone B,25.0,560038,60,35.0,25.0
22094,200,2166,10.669950738916256,2795,Active/Regular Products,Zone B,25.0,559200,60,35.0,25.0
22078,192,1369,6.949238578680203,2909,Active/Regular Products,Zone B,25.0,558720,60,35.0,25.0
84828,182,1099,5.9728260869565215,3055,Active/Regular Products,Zone B,25.0,556192,60,35.0,25.0
22597,186,2821,14.847368421052632,2989,Active/Regular Products,Zone B,25.0,556140,60,35.0,25.0
23329,233,1767,7.068,2384,Active/Regular Products,Zone B,25.0,555705,60,35.0,25.0
22968,189,794,4.201058201058201,2937,Active/Regular Products,Zone B,25.0,555282,60,35.0,25.0
23535,215,1324,6.12962962962963,2580,Active/Regular Products,Zone B,25.0,554915,60,35.0,25.0
22135,179,567,3.1675977653631286,3099,Active/Regular Products,Zone B,25.0,554900,60,35.0,25.0
21802,180,2122,11.65934065934066,3073,Active/Regular Products,Zone B,25.0,553320,60,35.0,25.0
21986,189,4067,21.29319371727749,2923,Active/Regular Products,Zone B,25.0,552636,60,35.0,25.0
22628,190,965,5.052356020942408,2903,Active/Regular Products,Zone B,25.0,551760,60,35.0,25.0
23397,217,489,2.2534562211981566,2539,Active/Regular Products,Zone B,25.0,551180,60,35.0,25.0
23002,192,2119,10.922680412371134,2869,Active/Regular Products,Zone B,25.0,551040,60,35.0,25.0
85049H,184,848,4.53475935828877,2989,Active/Regular Products,Zone B,25.0,550160,60,35.0,25.0
22767,218,774,3.55045871559633,2514,Active/Regular Products,Zone B,25.0,548270,60,35.0,25.0
84536B,178,2102,11.743016759776536,3078,Active/Regular Products,Zone B,25.0,548062,60,35.0,25.0
22915,184,3152,17.037837837837838,2964,Active/Regular Products,Zone B,25.0,545560,60,35.0,25.0
22357,180,468,2.6,3027,Active/Regular Products,Zone B,25.0,545040,60,35.0,25.0
22649,200,795,3.897058823529412,2722,Active/Regular Products,Zone B,25.0,544600,60,35.0,25.0
20829,194,1314,6.603015075376884,2804,Active/Regular Products,Zone B,25.0,544170,60,35.0,25.0
22187,192,1266,6.525773195876289,2831,Active/Regular Products,Zone B,25.0,543744,60,35.0,25.0
22107,179,592,3.2527472527472527,3035,Active/Regular Products,Zone B,25.0,543444,60,35.0,25.0
23333,233,2089,8.59670781893004,2328,Active/Regular Products,Zone B,25.0,542657,60,35.0,25.0
23101,213,2031,9.490654205607475,2546,Active/Regular Products,Zone B,25.0,542511,60,35.0,25.0
22975,186,1204,6.404255319148936,2915,Active/Regular Products,Zone B,25.0,542376,60,35.0,25.0
22426,208,742,3.550239234449761,2606,Active/Regular Products,Zone B,25.0,542256,60,35.0,25.0
22812,185,1725,9.078947368421051,2930,Active/Regular Products,Zone B,25.0,542235,60,35.0,25.0
23395,210,748,3.5450236966824646,2578,Active/Regular Products,Zone B,25.0,541590,60,35.0,25.0
22210,187,1017,5.269430051813472,2894,Active/Regular Products,Zone B,25.0,541365,60,35.0,25.0
22773,191,2075,10.64102564102564,2832,Active/Regular Products,Zone B,25.0,541103,60,35.0,25.0
23146,227,798,3.4545454545454546,2375,Active/Regular Products,Zone B,25.0,539352,60,35.0,25.0
23480,215,1798,8.247706422018348,2501,Active/Regular Products,Zone B,25.0,537930,60,35.0,25.0
22930,189,1108,5.801047120418848,2844,Active/Regular Products,Zone B,25.0,537705,60,35.0,25.0
22758,178,1195,6.675977653631285,3014,Active/Regular Products,Zone B,25.0,536670,60,35.0,25.0
23287,198,1879,9.395,2709,Active/Regular Products,Zone B,25.0,536580,60,35.0,25.0
23426,206,1275,6.1298076923076925,2603,Active/Regular Products,Zone B,25.0,536424,60,35.0,25.0
22733,197,1583,7.875621890547263,2721,Active/Regular Products,Zone B,25.0,536234,60,35.0,25.0
10133,196,2856,14.571428571428571,2732,Active/Regular Products,Zone B,25.0,535668,60,35.0,25.0
85176,172,918,5.337209302325581,3113,Active/Regular Products,Zone B,25.0,535608,60,35.0,25.0
22732,188,1645,8.657894736842104,2834,Active/Regular Products,Zone B,25.0,532980,60,35.0,25.0
72351B,186,2096,11.20855614973262,2863,Active/Regular Products,Zone B,25.0,532704,60,35.0,25.0
23156,205,1665,8.043478260869565,2592,Active/Regular Products,Zone B,25.0,531565,60,35.0,25.0
22674,187,1346,7.08421052631579,2838,Active/Regular Products,Zone B,25.0,530893,60,35.0,25.0
21745,214,935,4.348837209302325,2477,Active/Regular Products,Zone B,25.0,530292,60,35.0,25.0
22278,178,405,2.2252747252747254,2977,Active/Regular Products,Zone B,25.0,530084,60,35.0,25.0
22572,179,1380,7.582417582417582,2960,Active/Regular Products,Zone B,25.0,530019,60,35.0,25.0
21243,210,2285,10.829383886255924,2515,Active/Regular Products,Zone B,25.0,528360,60,35.0,25.0
21955,206,1228,5.903846153846154,2561,Active/Regular Products,Zone B,25.0,527772,60,35.0,25.0
22651,170,2166,12.741176470588234,3090,Active/Regular Products,Zone B,25.0,525470,60,35.0,25.0
22302,212,2329,10.934272300469484,2476,Active/Regular Products,Zone B,25.0,525124,60,35.0,25.0
22544,175,4518,25.670454545454547,2993,Active/Regular Products,Zone B,25.0,523950,60,35.0,25.0
85039B,172,806,4.658959537572255,3045,Active/Regular Products,Zone B,25.0,523912,60,35.0,25.0
21071,177,991,5.536312849162012,2954,Active/Regular Products,Zone B,25.0,523035,60,35.0,25.0
21577,175,720,4.114285714285714,2983,Active/Regular Products,Zone B,25.0,522200,60,35.0,25.0
22626,199,517,2.597989949748744,2619,Active/Regular Products,Zone B,25.0,521380,60,35.0,25.0
23330,216,1794,8.044843049327355,2411,Active/Regular Products,Zone B,25.0,520992,60,35.0,25.0
22188,189,4870,25.76719576719577,2754,Active/Regular Products,Zone B,25.0,520695,60,35.0,25.0
22588,175,684,3.886363636363636,2974,Active/Regular Products,Zone B,25.0,520625,60,35.0,25.0
23285,191,4807,25.03645833333333,2724,Active/Regular Products,Zone B,25.0,520475,60,35.0,25.0
23291,195,1634,8.33673469387755,2668,Active/Regular Products,Zone B,25.0,520455,60,35.0,25.0
85131B,172,623,3.622093023255814,3023,Active/Regular Products,Zone B,25.0,520128,60,35.0,25.0
22338,180,4679,25.155913978494624,2885,Active/Regular Products,Zone B,25.0,519480,60,35.0,25.0
21906,173,581,3.339080459770115,2996,Active/Regular Products,Zone B,25.0,518481,60,35.0,25.0
22375,167,346,2.07185628742515,3099,Active/Regular Products,Zone B,25.0,517700,60,35.0,25.0
21452,184,817,4.39247311827957,2812,Active/Regular Products,Zone B,25.0,517592,60,35.0,25.0
23366,195,2249,11.358585858585858,2652,Active/Regular Products,Zone B,25.0,517335,60,35.0,25.0
22581,177,1569,8.62087912087912,2920,Active/Regular Products,Zone B,25.0,517017,60,35.0,25.0
23494,205,809,3.927184466019417,2518,Active/Regular Products,Zone B,25.0,516395,60,35.0,25.0
23352,212,1800,8.450704225352112,2434,Active/Regular Products,Zone B,25.0,516220,60,35.0,25.0
23434,199,2095,10.475,2585,Active/Regular Products,Zone B,25.0,514614,60,35.0,25.0
16235,168,3068,18.261904761904763,3062,Active/Regular Products,Zone B,25.0,514584,60,35.0,25.0
22603,171,1387,7.880681818181818,3008,Active/Regular Products,Zone B,25.0,514539,60,35.0,25.0
22677,188,1001,5.296296296296297,2735,Active/Regular Products,Zone B,25.0,514368,60,35.0,25.0
84971S,172,1761,10.179190751445086,2989,Active/Regular Products,Zone B,25.0,514280,60,35.0,25.0
16161P,248,7201,29.036290322580644,2069,Active/Regular Products,Zone B,25.0,513360,60,35.0,25.0
23231,260,7277,27.98846153846154,1973,Active/Regular Products,Zone B,25.0,513240,60,35.0,25.0
21544,174,1972,11.268571428571429,2947,Active/Regular Products,Zone B,25.0,512952,60,35.0,25.0
23312,214,1423,6.527522935779817,2393,Active/Regular Products,Zone B,25.0,512316,60,35.0,25.0
23210,192,2849,14.103960396039604,2661,Active/Regular Products,Zone B,25.0,511104,60,35.0,25.0
21592,216,2149,9.63677130044843,2365,Active/Regular Products,Zone B,25.0,511056,60,35.0,25.0
21903,180,1160,6.444444444444445,2835,Active/Regular Products,Zone B,25.0,510480,60,35.0,25.0
22636,198,595,3.005050505050505,2577,Active/Regular Products,Zone B,25.0,510444,60,35.0,25.0
22331,183,1840,10.05464480874317,2783,Active/Regular Products,Zone B,25.0,509472,60,35.0,25.0
51014C,174,2687,15.354285714285714,2927,Active/Regular Products,Zone B,25.0,509472,60,35.0,25.0
