StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved
22670,301,1882,6.211221122112211,3095,Active/Regular Products,Zone B,25.0,566482,60,35.0
21878,224,2523,11.06578947368421,2941,Active/Regular Products,Zone B,25.0,565152,60,35.0
22997,222,2545,11.41255605381166,2859,Active/Regular Products,Zone B,25.0,564990,60,35.0
21901,308,1828,5.803174603174603,3139,Active/Regular Products,Zone B,25.0,563024,60,35.0
22156,256,2196,8.413793103448276,3197,Active/Regular Products,Zone B,25.0,562176,60,35.0
10133,196,2856,14.571428571428571,2732,Active/Regular Products,Zone B,25.0,559776,60,35.0
23196,298,1872,6.157894736842105,2836,Active/Regular Products,Zone B,25.0,557856,60,35.0
20679,326,1710,5.229357798165138,2924,Active/Regular Products,Zone B,25.0,557460,60,35.0
23100,257,2166,8.23574144486692,2731,Active/Regular Products,Zone B,25.0,556662,60,35.0
22301,252,2205,8.75,3044,Active/Regular Products,Zone B,25.0,555660,60,35.0
22421,213,2597,12.07906976744186,3084,Active/Regular Products,Zone B,25.0,553161,60,35.0
23368,232,2379,10.080508474576272,2665,Active/Regular Products,Zone B,25.0,551928,60,35.0
20982,256,2151,8.305019305019306,2804,Active/Regular Products,Zone B,25.0,550656,60,35.0
23210,192,2849,14.103960396039604,2661,Active/Regular Products,Zone B,25.0,547008,60,35.0
16161U,134,4075,30.41044776119403,1717,Active/Regular Products,Zone B,25.0,546050,60,35.0
22567,222,2448,10.928571428571429,3012,Active/Regular Products,Zone B,25.0,543456,60,35.0
22493,220,2461,11.085585585585585,2836,Active/Regular Products,Zone B,25.0,541420,60,35.0
22665,356,1516,4.258426966292135,3076,Active/Regular Products,Zone B,25.0,539696,60,35.0
40016,97,5556,57.27835051546392,2251,Active/Regular Products,Zone B,25.0,538932,60,35.0
22460,211,2546,12.066350710900474,2958,Active/Regular Products,Zone B,25.0,537206,60,35.0
85053,317,1693,5.25776397515528,3100,Active/Regular Products,Zone B,25.0,536681,60,35.0
22335,225,2380,10.347826086956522,3107,Active/Regular Products,Zone B,25.0,535500,60,35.0
23089,225,2354,10.324561403508772,2882,Active/Regular Products,Zone B,25.0,529650,60,35.0
23148,247,2139,8.421259842519685,2460,Active/Regular Products,Zone B,25.0,528333,60,35.0
21508,213,2478,11.633802816901408,2960,Active/Regular Products,Zone B,25.0,527814,60,35.0
22597,186,2821,14.847368421052632,2989,Active/Regular Products,Zone B,25.0,524706,60,35.0
21090,217,2413,11.068807339449542,2962,Active/Regular Products,Zone B,25.0,523621,60,35.0
79000,125,4162,33.296,2366,Active/Regular Products,Zone B,25.0,520250,60,35.0
23290,214,2430,11.355140186915888,2644,Active/Regular Products,Zone B,25.0,520020,60,35.0
22941,311,1670,5.369774919614148,2994,Active/Regular Products,Zone B,25.0,519370,60,35.0
22754,266,1951,7.279850746268656,3170,Active/Regular Products,Zone B,25.0,518966,60,35.0
23265,293,1769,5.8,2798,Active/Regular Products,Zone B,25.0,518317,60,35.0
22574,222,2333,10.415178571428571,3028,Active/Regular Products,Zone B,25.0,517926,60,35.0
22813,218,2372,10.880733944954128,3003,Active/Regular Products,Zone B,25.0,517096,60,35.0
21179,266,1940,7.132352941176471,2864,Active/Regular Products,Zone B,25.0,516040,60,35.0
16235,168,3068,18.261904761904763,3062,Active/Regular Products,Zone B,25.0,515424,60,35.0
22945,172,2991,17.091428571428573,2864,Active/Regular Products,Zone B,25.0,514452,60,35.0
22024,213,2406,11.295774647887324,3094,Active/Regular Products,Zone B,25.0,512478,60,35.0
22271,301,1701,5.6138613861386135,2940,Active/Regular Products,Zone B,25.0,512001,60,35.0
23159,223,2293,10.236607142857142,2689,Active/Regular Products,Zone B,25.0,511339,60,35.0
23254,299,1703,5.657807308970099,2382,Active/Regular Products,Zone B,25.0,509197,60,35.0
21135,177,2869,15.763736263736265,2608,Active/Regular Products,Zone B,25.0,507813,60,35.0
23238,274,1849,6.651079136690647,2720,Active/Regular Products,Zone B,25.0,506626,60,35.0
21394,131,3865,29.50381679389313,2190,Active/Regular Products,Zone B,25.0,506315,60,35.0
22564,186,2697,14.5,2654,Active/Regular Products,Zone B,25.0,501642,60,35.0
22814,235,2129,9.059574468085106,3087,Active/Regular Products,Zone B,25.0,500315,60,35.0
84030E,334,1497,4.455357142857143,3121,Active/Regular Products,Zone B,25.0,499998,60,35.0
23497,195,2558,12.79,2334,Active/Regular Products,Zone B,25.0,498810,60,35.0
DOT,706,706,1.0,3274,Active/Regular Products,Zone B,25.0,498436,60,35.0
21164,282,1766,6.21830985915493,3073,Active/Regular Products,Zone B,25.0,498012,60,35.0
21429,286,1740,5.979381443298969,3165,Active/Regular Products,Zone B,25.0,497640,60,35.0
22904,271,1834,6.693430656934306,2992,Active/Regular Products,Zone B,25.0,497014,60,35.0
22601,200,2479,12.272277227722773,3000,Active/Regular Products,Zone B,25.0,495800,60,35.0
22302,212,2329,10.934272300469484,2476,Active/Regular Products,Zone B,25.0,493748,60,35.0
22892,199,2472,12.422110552763819,2002,Active/Regular Products,Zone B,25.0,491928,60,35.0
20981,249,1974,7.896,2762,Active/Regular Products,Zone B,25.0,491526,60,35.0
23176,226,2165,9.537444933920705,2876,Active/Regular Products,Zone B,25.0,489290,60,35.0
23169,314,1556,4.93968253968254,2798,Active/Regular Products,Zone B,25.0,488584,60,35.0
23147,261,1868,7.049056603773585,2388,Active/Regular Products,Zone B,25.0,487548,60,35.0
47593B,245,1987,8.044534412955466,3186,Active/Regular Products,Zone B,25.0,486815,60,35.0
23333,233,2089,8.59670781893004,2328,Active/Regular Products,Zone B,25.0,486737,60,35.0
22109,296,1640,5.48494983277592,3211,Active/Regular Products,Zone B,25.0,485440,60,35.0
23292,222,2181,9.780269058295964,2733,Active/Regular Products,Zone B,25.0,484182,60,35.0
23346,184,2628,14.129032258064516,2650,Active/Regular Products,Zone B,25.0,483552,60,35.0
22798,267,1798,6.734082397003745,3076,Active/Regular Products,Zone B,25.0,480066,60,35.0
21243,210,2285,10.829383886255924,2515,Active/Regular Products,Zone B,25.0,479850,60,35.0
23229,256,1869,7.30078125,2605,Active/Regular Products,Zone B,25.0,478464,60,35.0
22994,218,2194,10.018264840182649,2934,Active/Regular Products,Zone B,25.0,478292,60,35.0
23234,277,1722,6.194244604316546,2682,Active/Regular Products,Zone B,25.0,476994,60,35.0
22432,277,1716,6.150537634408602,2771,Active/Regular Products,Zone B,25.0,475332,60,35.0
23083,246,1932,7.759036144578313,2644,Active/Regular Products,Zone B,25.0,475272,60,35.0
22607,358,1327,3.6963788300835656,2933,Active/Regular Products,Zone B,25.0,475066,60,35.0
22746,328,1447,4.398176291793313,3094,Active/Regular Products,Zone B,25.0,474616,60,35.0
22429,376,1262,3.3386243386243386,3125,Active/Regular Products,Zone B,25.0,474512,60,35.0
21084,181,2610,14.184782608695652,2786,Active/Regular Products,Zone B,25.0,472410,60,35.0
20978,263,1795,6.7481203007518795,3029,Active/Regular Products,Zone B,25.0,472085,60,35.0
22508,296,1594,5.385135135135135,3046,Active/Regular Products,Zone B,25.0,471824,60,35.0
23376,155,3039,19.11320754716981,2484,Active/Regular Products,Zone B,25.0,471045,60,35.0
35953,131,3581,26.723880597014926,2583,Active/Regular Products,Zone B,25.0,469111,60,35.0
22653,250,1876,7.41501976284585,3062,Active/Regular Products,Zone B,25.0,469000,60,35.0
22710,104,4501,43.27884615384615,1468,Active/Regular Products,Zone B,25.0,468104,60,35.0
51014C,174,2687,15.354285714285714,2927,Active/Regular Products,Zone B,25.0,467538,60,35.0
22241,239,1952,8.099585062240664,2710,Active/Regular Products,Zone B,25.0,466528,60,35.0
21803,198,2353,11.883838383838384,3142,Active/Regular Products,Zone B,25.0,465894,60,35.0
22917,240,1937,8.037344398340249,3018,Active/Regular Products,Zone B,25.0,464880,60,35.0
21592,216,2149,9.63677130044843,2365,Active/Regular Products,Zone B,25.0,464184,60,35.0
23032,199,2328,11.467980295566502,2305,Active/Regular Products,Zone B,25.0,463272,60,35.0
22654,328,1411,4.275757575757575,3171,Active/Regular Products,Zone B,25.0,462808,60,35.0
21328,346,1337,3.8419540229885056,3254,Active/Regular Products,Zone B,25.0,462602,60,35.0
22690,285,1619,5.660839160839161,2632,Active/Regular Products,Zone B,25.0,461415,60,35.0
21533,339,1351,3.973529411764706,2753,Active/Regular Products,Zone B,25.0,457989,60,35.0
21833,168,2726,16.226190476190474,2911,Active/Regular Products,Zone B,25.0,457968,60,35.0
21880,240,1903,7.8962655601659755,3022,Active/Regular Products,Zone B,25.0,456720,60,35.0
22584,196,2330,11.82741116751269,2919,Active/Regular Products,Zone B,25.0,456680,60,35.0
22896,288,1584,5.462068965517242,2905,Active/Regular Products,Zone B,25.0,456192,60,35.0
84596G,245,1855,7.510121457489879,3113,Active/Regular Products,Zone B,25.0,454475,60,35.0
22751,290,1563,5.352739726027397,2978,Active/Regular Products,Zone B,25.0,453270,60,35.0
22505,311,1457,4.654952076677317,3074,Active/Regular Products,Zone B,25.0,453127,60,35.0
22916,237,1905,7.871900826446281,3010,Active/Regular Products,Zone B,25.0,451485,60,35.0
22088,238,1893,7.8875,2556,Active/Regular Products,Zone B,25.0,450534,60,35.0
22593,198,2263,11.315,2975,Active/Regular Products,Zone B,25.0,448074,60,35.0
21988,193,2321,11.902564102564103,2406,Active/Regular Products,Zone B,25.0,447953,60,35.0
21244,196,2282,11.583756345177665,2201,Active/Regular Products,Zone B,25.0,447272,60,35.0
21818,163,2737,15.376404494382022,2588,Active/Regular Products,Zone B,25.0,446131,60,35.0
22795,368,1211,3.2641509433962264,3162,Active/Regular Products,Zone B,25.0,445648,60,35.0
47503A,163,2734,16.273809523809526,2188,Active/Regular Products,Zone B,25.0,445642,60,35.0
22169,372,1197,3.217741935483871,3100,Active/Regular Products,Zone B,25.0,445284,60,35.0
22918,238,1869,7.755186721991701,3009,Active/Regular Products,Zone B,25.0,444822,60,35.0
20754,304,1457,4.745928338762215,3081,Active/Regular Products,Zone B,25.0,442928,60,35.0
23004,221,2002,8.9375,2978,Active/Regular Products,Zone B,25.0,442442,60,35.0
22938,186,2367,12.590425531914894,2502,Active/Regular Products,Zone B,25.0,440262,60,35.0
22984,163,2693,16.521472392638035,2724,Active/Regular Products,Zone B,25.0,438959,60,35.0
23366,195,2249,11.358585858585858,2652,Active/Regular Products,Zone B,25.0,438555,60,35.0
21786,226,1937,8.385281385281385,3124,Active/Regular Products,Zone B,25.0,437762,60,35.0
22906,251,1733,6.717054263565892,3079,Active/Regular Products,Zone B,25.0,434983,60,35.0
84950,120,3619,29.90909090909091,2794,Active/Regular Products,Zone B,25.0,434280,60,35.0
22094,200,2166,10.669950738916256,2795,Active/Regular Products,Zone B,25.0,433200,60,35.0
23101,213,2031,9.490654205607477,2546,Active/Regular Products,Zone B,25.0,432603,60,35.0
23323,294,1469,4.864238410596027,2677,Active/Regular Products,Zone B,25.0,431886,60,35.0
23399,225,1914,8.179487179487179,2619,Active/Regular Products,Zone B,25.0,430650,60,35.0
21937,251,1707,6.773809523809524,2483,Active/Regular Products,Zone B,25.0,428457,60,35.0
47504K,212,2018,9.342592592592593,2826,Active/Regular Products,Zone B,25.0,427816,60,35.0
23212,186,2296,12.020942408376964,2664,Active/Regular Products,Zone B,25.0,427056,60,35.0
23345,174,2451,13.926136363636363,2585,Active/Regular Products,Zone B,25.0,426474,60,35.0
22371,392,1086,2.749367088607595,3328,Active/Regular Products,Zone B,25.0,425712,60,35.0
22755,251,1687,6.66798418972332,3110,Active/Regular Products,Zone B,25.0,423437,60,35.0
22208,280,1509,5.276223776223776,3135,Active/Regular Products,Zone B,25.0,422520,60,35.0
22919,240,1753,7.2139917695473255,2987,Active/Regular Products,Zone B,25.0,420720,60,35.0
23035,191,2191,11.411458333333334,2501,Active/Regular Products,Zone B,25.0,418481,60,35.0
22844,416,1003,2.3995215311004783,3029,Active/Regular Products,Zone B,25.0,417248,60,35.0
23434,199,2095,10.475,2585,Active/Regular Products,Zone B,25.0,416905,60,35.0
23157,163,2557,15.1301775147929,2532,Active/Regular Products,Zone B,25.0,416791,60,35.0
22064,241,1728,6.995951417004049,3125,Active/Regular Products,Zone B,25.0,416448,60,35.0
85049G,258,1608,6.0,2972,Active/Regular Products,Zone B,25.0,414864,60,35.0
22548,209,1975,9.316037735849056,2896,Active/Regular Products,Zone B,25.0,412775,60,35.0
23382,220,1875,8.484162895927602,2553,Active/Regular Products,Zone B,25.0,412500,60,35.0
35471D,223,1848,8.0,3118,Active/Regular Products,Zone B,25.0,412104,60,35.0
21902,210,1962,9.211267605633802,2983,Active/Regular Products,Zone B,25.0,412020,60,35.0
23329,233,1767,7.068,2384,Active/Regular Products,Zone B,25.0,411711,60,35.0
22972,229,1795,7.804347826086956,3014,Active/Regular Products,Zone B,25.0,411055,60,35.0
37370,159,2567,15.845679012345679,2640,Active/Regular Products,Zone B,25.0,408153,60,35.0
23002,192,2119,10.922680412371134,2869,Active/Regular Products,Zone B,25.0,406848,60,35.0
22465,198,2053,10.265,2885,Active/Regular Products,Zone B,25.0,406494,60,35.0
22956,198,2050,10.199004975124378,2871,Active/Regular Products,Zone B,25.0,405900,60,35.0
22243,131,3098,23.293233082706767,2334,Active/Regular Products,Zone B,25.0,405838,60,35.0
21381,224,1811,8.013274336283185,2999,Active/Regular Products,Zone B,25.0,405664,60,35.0
47599A,165,2456,14.706586826347305,2395,Active/Regular Products,Zone B,25.0,405240,60,35.0
23504,208,1927,8.880184331797235,2291,Active/Regular Products,Zone B,25.0,400816,60,35.0
23506,146,2723,18.033112582781456,2371,Active/Regular Products,Zone B,25.0,397558,60,35.0
22539,136,2918,21.144927536231883,2951,Active/Regular Products,Zone B,25.0,396848,60,35.0
22424,454,873,1.922907488986784,3143,Active/Regular Products,Zone B,25.0,396342,60,35.0
22773,191,2075,10.64102564102564,2832,Active/Regular Products,Zone B,25.0,396325,60,35.0
22594,196,2006,10.182741116751268,3024,Active/Regular Products,Zone B,25.0,393176,60,35.0
23194,214,1835,8.456221198156681,2895,Active/Regular Products,Zone B,25.0,392690,60,35.0
10135,175,2229,12.59322033898305,2893,Active/Regular Products,Zone B,25.0,390075,60,35.0
23546,120,3250,27.083333333333332,1731,Active/Regular Products,Zone B,25.0,390000,60,35.0
72351B,186,2096,11.20855614973262,2863,Active/Regular Products,Zone B,25.0,389856,60,35.0
23330,216,1794,8.044843049327355,2411,Active/Regular Products,Zone B,25.0,387504,60,35.0
22089,272,1423,5.193430656934306,2738,Active/Regular Products,Zone B,25.0,387056,60,35.0
23480,215,1798,8.247706422018348,2501,Active/Regular Products,Zone B,25.0,386570,60,35.0
23163,209,1832,8.76555023923445,2705,Active/Regular Products,Zone B,25.0,382888,60,35.0
21802,180,2122,11.659340659340659,3073,Active/Regular Products,Zone B,25.0,381960,60,35.0
23352,212,1800,8.450704225352112,2434,Active/Regular Products,Zone B,25.0,381600,60,35.0
22329,238,1603,6.707112970711297,3060,Active/Regular Products,Zone B,25.0,381514,60,35.0
22784,299,1272,4.198019801980198,2961,Active/Regular Products,Zone B,25.0,380328,60,35.0
22957,214,1775,8.217592592592593,1983,Active/Regular Products,Zone B,25.0,379850,60,35.0
23340,151,2500,16.44736842105263,2449,Active/Regular Products,Zone B,25.0,377500,60,35.0
22944,111,3375,29.605263157894736,2697,Active/Regular Products,Zone B,25.0,374625,60,35.0
22985,99,3782,38.2020202020202,1386,Slow-Moving Products,Zone D,60.0,374418,60,0.0
21217,344,1088,3.1627906976744184,3003,Active/Regular Products,Zone B,25.0,374272,60,35.0
84536B,178,2102,11.743016759776536,3078,Active/Regular Products,Zone B,25.0,374156,60,35.0
22380,285,1312,4.5874125874125875,3059,Active/Regular Products,Zone B,25.0,373920,60,35.0
22439,197,1898,9.442786069651742,2908,Active/Regular Products,Zone B,25.0,373906,60,35.0
21531,246,1516,6.112903225806452,2676,Active/Regular Products,Zone B,25.0,372936,60,35.0
23211,160,2329,14.376543209876543,2688,Active/Regular Products,Zone B,25.0,372640,60,35.0
23287,198,1879,9.395,2709,Active/Regular Products,Zone B,25.0,372042,60,35.0
21714,225,1651,7.273127753303965,2791,Active/Regular Products,Zone B,25.0,371475,60,35.0
22805,195,1890,9.692307692307692,2883,Active/Regular Products,Zone B,25.0,368550,60,35.0
22651,170,2166,12.741176470588234,3090,Active/Regular Products,Zone B,25.0,368220,60,35.0
23197,249,1478,5.912,2846,Active/Regular Products,Zone B,25.0,368022,60,35.0
21987,171,2113,12.005681818181818,2321,Active/Regular Products,Zone B,25.0,361323,60,35.0
23534,260,1387,5.314176245210728,2636,Active/Regular Products,Zone B,25.0,360620,60,35.0
22148,186,1933,10.227513227513228,2369,Active/Regular Products,Zone B,25.0,359538,60,35.0
22737,259,1388,5.2180451127819545,2991,Active/Regular Products,Zone B,25.0,359492,60,35.0
22921,209,1716,8.17142857142857,2925,Active/Regular Products,Zone B,25.0,358644,60,35.0
22622,267,1342,5.02621722846442,2753,Active/Regular Products,Zone B,25.0,358314,60,35.0
22274,267,1340,5.0187265917602994,2929,Active/Regular Products,Zone B,25.0,357780,60,35.0
22047,106,3375,31.839622641509433,1719,Active/Regular Products,Zone B,25.0,357750,60,35.0
21983,155,2301,14.845161290322581,2870,Active/Regular Products,Zone B,25.0,356655,60,35.0
85048,261,1359,5.167300380228137,2866,Active/Regular Products,Zone B,25.0,354699,60,35.0
22075,200,1773,8.777227722772277,2912,Active/Regular Products,Zone B,25.0,354600,60,35.0
23302,230,1536,6.592274678111588,2850,Active/Regular Products,Zone B,25.0,353280,60,35.0
22115,228,1549,6.734782608695652,2995,Active/Regular Products,Zone B,25.0,353172,60,35.0
85178,140,2518,17.858156028368793,2801,Active/Regular Products,Zone B,25.0,352520,60,35.0
23145,169,2084,12.258823529411766,2367,Active/Regular Products,Zone B,25.0,352196,60,35.0
22192,365,954,2.6136986301369864,2842,Active/Regular Products,Zone B,25.0,348210,60,35.0
22155,142,2452,16.456375838926174,2936,Active/Regular Products,Zone B,25.0,348184,60,35.0
22436,163,2134,12.855421686746988,2413,Active/Regular Products,Zone B,25.0,347842,60,35.0
21716,244,1425,5.840163934426229,3034,Active/Regular Products,Zone B,25.0,347700,60,35.0
85061W,162,2146,12.698224852071005,2907,Active/Regular Products,Zone B,25.0,347652,60,35.0
23119,151,2282,15.112582781456954,2574,Active/Regular Products,Zone B,25.0,344582,60,35.0
23190,202,1702,8.38423645320197,2390,Active/Regular Products,Zone B,25.0,343804,60,35.0
37340,135,2544,18.705882352941178,2517,Active/Regular Products,Zone B,25.0,343440,60,35.0
22723,295,1164,3.9060402684563758,3039,Active/Regular Products,Zone B,25.0,343380,60,35.0
21544,174,1972,11.268571428571429,2947,Active/Regular Products,Zone B,25.0,343128,60,35.0
23507,119,2882,22.69291338582677,2244,Active/Regular Products,Zone B,25.0,342958,60,35.0
22098,172,1992,11.191011235955056,2852,Active/Regular Products,Zone B,25.0,342624,60,35.0
21718,229,1493,6.491304347826087,3005,Active/Regular Products,Zone B,25.0,341897,60,35.0
21700,198,1726,8.63,2481,Active/Regular Products,Zone B,25.0,341748,60,35.0
23156,205,1665,8.043478260869565,2592,Active/Regular Products,Zone B,25.0,341325,60,35.0
22847,376,905,2.4069148936170213,2787,Active/Regular Products,Zone B,25.0,340280,60,35.0
22153,131,2593,19.066176470588236,2875,Active/Regular Products,Zone B,25.0,339683,60,35.0
48173C,188,1799,9.569148936170214,2459,Active/Regular Products,Zone B,25.0,338212,60,35.0
22331,183,1840,10.05464480874317,2783,Active/Regular Products,Zone B,25.0,336720,60,35.0
21650,132,2550,18.345323741007196,2968,Active/Regular Products,Zone B,25.0,336600,60,35.0
23193,175,1922,10.982857142857142,2826,Active/Regular Products,Zone B,25.0,336350,60,35.0
22487,429,784,1.8275058275058276,3051,Active/Regular Products,Zone B,25.0,336336,60,35.0
21259,285,1179,4.136842105263158,2863,Active/Regular Products,Zone B,25.0,336015,60,35.0
22327,287,1167,4.024137931034483,3019,Active/Regular Products,Zone B,25.0,334929,60,35.0
23090,149,2237,14.717105263157896,2605,Active/Regular Products,Zone B,25.0,333313,60,35.0
22091,167,1983,11.874251497005988,2938,Active/Regular Products,Zone B,25.0,331161,60,35.0
22537,171,1929,11.15028901734104,2698,Active/Regular Products,Zone B,25.0,329859,60,35.0
85227,223,1477,6.449781659388647,3109,Active/Regular Products,Zone B,25.0,329371,60,35.0
22600,193,1698,8.66326530612245,3011,Active/Regular Products,Zone B,25.0,327714,60,35.0
22110,279,1172,4.069444444444445,3050,Active/Regular Products,Zone B,25.0,326988,60,35.0
22974,204,1598,7.795121951219512,2979,Active/Regular Products,Zone B,25.0,325992,60,35.0
21068,198,1638,8.231155778894472,2941,Active/Regular Products,Zone B,25.0,324324,60,35.0
70006,120,2702,22.147540983606557,2789,Active/Regular Products,Zone B,25.0,324240,60,35.0
22965,236,1371,5.784810126582278,2847,Active/Regular Products,Zone B,25.0,323556,60,35.0
85014A,278,1163,4.183453237410072,2895,Active/Regular Products,Zone B,25.0,323314,60,35.0
22672,219,1476,6.678733031674208,2923,Active/Regular Products,Zone B,25.0,323244,60,35.0
23126,291,1109,3.7849829351535837,2717,Active/Regular Products,Zone B,25.0,322719,60,35.0
22580,246,1311,5.329268292682927,2909,Active/Regular Products,Zone B,25.0,322506,60,35.0
23374,131,2456,18.748091603053435,2030,Active/Regular Products,Zone B,25.0,321736,60,35.0
20977,185,1739,9.349462365591398,2579,Active/Regular Products,Zone B,25.0,321715,60,35.0
85132C,211,1520,7.169811320754717,2781,Active/Regular Products,Zone B,25.0,320720,60,35.0
20674,205,1563,7.587378640776699,2769,Active/Regular Products,Zone B,25.0,320415,60,35.0
22812,185,1725,9.078947368421053,2930,Active/Regular Products,Zone B,25.0,319125,60,35.0
85184C,193,1652,8.515463917525773,2948,Active/Regular Products,Zone B,25.0,318836,60,35.0
23291,195,1634,8.33673469387755,2668,Active/Regular Products,Zone B,25.0,318630,60,35.0
23280,157,2023,12.80379746835443,2513,Active/Regular Products,Zone B,25.0,317611,60,35.0
22268,158,2009,12.401234567901234,2659,Active/Regular Products,Zone B,25.0,317422,60,35.0
22433,227,1394,6.0873362445414845,2704,Active/Regular Products,Zone B,25.0,316438,60,35.0
21428,262,1207,4.606870229007634,2911,Active/Regular Products,Zone B,25.0,316234,60,35.0
22774,140,2254,15.98581560283688,2768,Active/Regular Products,Zone B,25.0,315560,60,35.0
23371,185,1705,9.166666666666666,2555,Active/Regular Products,Zone B,25.0,315425,60,35.0
23508,120,2627,20.5234375,2284,Active/Regular Products,Zone B,25.0,315240,60,35.0
23242,214,1470,6.774193548387097,2616,Active/Regular Products,Zone B,25.0,314580,60,35.0
84032A,313,1003,3.194267515923567,3261,Active/Regular Products,Zone B,25.0,313939,60,35.0
23365,169,1857,10.734104046242775,2559,Active/Regular Products,Zone B,25.0,313833,60,35.0
22733,197,1583,7.875621890547263,2721,Active/Regular Products,Zone B,25.0,311851,60,35.0
85015,143,2180,15.244755244755245,2762,Active/Regular Products,Zone B,25.0,311740,60,35.0
23289,191,1622,8.447916666666666,2628,Active/Regular Products,Zone B,25.0,309802,60,35.0
22732,188,1645,8.657894736842104,2834,Active/Regular Products,Zone B,25.0,309260,60,35.0
22059,173,1780,10.056497175141242,2551,Active/Regular Products,Zone B,25.0,307940,60,35.0
21715,231,1330,5.732758620689655,2970,Active/Regular Products,Zone B,25.0,307230,60,35.0
51014L,149,2059,13.726666666666667,2851,Active/Regular Products,Zone B,25.0,306791,60,35.0
21819,124,2470,18.571428571428573,2418,Active/Regular Products,Zone B,25.0,306280,60,35.0
20963,229,1336,5.758620689655173,3151,Active/Regular Products,Zone B,25.0,305944,60,35.0
16219,100,3048,30.48,2763,Active/Regular Products,Zone B,25.0,304800,60,35.0
23312,214,1423,6.527522935779817,2393,Active/Regular Products,Zone B,25.0,304522,60,35.0
22627,357,852,2.3865546218487395,3040,Active/Regular Products,Zone B,25.0,304164,60,35.0
21875,148,2055,13.791946308724832,2970,Active/Regular Products,Zone B,25.0,304140,60,35.0
23006,173,1758,10.16184971098266,2754,Active/Regular Products,Zone B,25.0,304134,60,35.0
15039,145,2090,14.413793103448276,2953,Active/Regular Products,Zone B,25.0,303050,60,35.0
22721,297,1020,3.422818791946309,2978,Active/Regular Products,Zone B,25.0,302940,60,35.0
84971S,172,1761,10.179190751445086,2989,Active/Regular Products,Zone B,25.0,302892,60,35.0
23510,120,2521,20.168,2321,Active/Regular Products,Zone B,25.0,302520,60,35.0
22055,220,1375,6.138392857142857,2556,Active/Regular Products,Zone B,25.0,302500,60,35.0
22066,135,2239,16.107913669064747,2240,Active/Regular Products,Zone B,25.0,302265,60,35.0
23155,135,2221,16.451851851851853,2437,Active/Regular Products,Zone B,25.0,299835,60,35.0
48116,201,1491,7.417910447761194,2336,Active/Regular Products,Zone B,25.0,299691,60,35.0
22300,196,1528,7.795918367346939,2932,Active/Regular Products,Zone B,25.0,299488,60,35.0
23122,133,2251,16.551470588235293,2589,Active/Regular Products,Zone B,25.0,299383,60,35.0
22711,103,2902,28.174757281553397,1428,Slow-Moving Products,Zone D,60.0,298906,60,0.0
22562,211,1413,6.696682464454977,2748,Active/Regular Products,Zone B,25.0,298143,60,35.0
23334,130,2271,16.698529411764707,2476,Active/Regular Products,Zone B,25.0,295230,60,35.0
22093,160,1830,11.296296296296296,2499,Active/Regular Products,Zone B,25.0,292800,60,35.0
20682,237,1235,5.189075630252101,2996,Active/Regular Products,Zone B,25.0,292695,60,35.0
20970,262,1116,4.243346007604563,2807,Active/Regular Products,Zone B,25.0,292392,60,35.0
21844,156,1847,11.764331210191083,2690,Active/Regular Products,Zone B,25.0,288132,60,35.0
46000S,185,1556,8.41081081081081,1877,Active/Regular Products,Zone B,25.0,287860,60,35.0
84510A,239,1196,4.962655601659751,3103,Active/Regular Products,Zone B,25.0,285844,60,35.0
22897,211,1350,6.367924528301887,2854,Active/Regular Products,Zone B,25.0,284850,60,35.0
23535,215,1324,6.12962962962963,2580,Active/Regular Products,Zone B,25.0,284660,60,35.0
23380,121,2344,19.056910569105693,2395,Active/Regular Products,Zone B,25.0,283624,60,35.0
22076,225,1259,5.570796460176991,2989,Active/Regular Products,Zone B,25.0,283275,60,35.0
22943,209,1355,6.483253588516747,2884,Active/Regular Products,Zone B,25.0,283195,60,35.0
22170,265,1068,4.030188679245283,2961,Active/Regular Products,Zone B,25.0,283020,60,35.0
21340,290,975,3.350515463917526,2773,Active/Regular Products,Zone B,25.0,282750,60,35.0
20961,228,1232,5.379912663755459,3133,Active/Regular Products,Zone B,25.0,280896,60,35.0
22708,100,2800,28.0,1568,Active/Regular Products,Zone B,25.0,280000,60,35.0
22179,289,966,3.308219178082192,3042,Active/Regular Products,Zone B,25.0,279174,60,35.0
22074,199,1402,7.01,3003,Active/Regular Products,Zone B,25.0,278998,60,35.0
22581,177,1569,8.62087912087912,2920,Active/Regular Products,Zone B,25.0,277713,60,35.0
23121,111,2501,21.560344827586206,2423,Active/Regular Products,Zone B,25.0,277611,60,35.0
22207,208,1333,6.408653846153846,3037,Active/Regular Products,Zone B,25.0,277264,60,35.0
23080,257,1074,4.114942528735632,2577,Active/Regular Products,Zone B,25.0,276018,60,35.0
22377,207,1330,6.42512077294686,2943,Active/Regular Products,Zone B,25.0,275310,60,35.0
21749,140,1963,14.021428571428572,2548,Active/Regular Products,Zone B,25.0,274820,60,35.0
22718,168,1633,9.720238095238095,2854,Active/Regular Products,Zone B,25.0,274344,60,35.0
48111,233,1172,5.0085470085470085,2963,Active/Regular Products,Zone B,25.0,273076,60,35.0
21561,213,1281,5.985981308411215,2945,Active/Regular Products,Zone B,25.0,272853,60,35.0
