InvoiceNo,before_distance,after_distance,distance_saved,improvement_percent
544698,2,0.0,2.0,100.0
544699,2,0.0,2.0,100.0
544700,64,0.0,64.0,100.0
544701,83,0.0,83.0,100.0
544702,36,3.0,33.0,91.66666666666666
544717,116,4.0,112.0,96.55172413793103
544724,26,0.0,26.0,100.0
544749,80,8.0,72.0,90.0
544754,95,5.0,90.0,94.73684210526315
544766,213,7.0,206.0,96.71361502347418
544767,129,0.0,129.0,100.0
544768,160,8.0,152.0,95.0
544769,22,0.0,22.0,100.0
544770,200,0.0,200.0,100.0
544771,199,0.0,199.0,100.0
544772,179,7.0,172.0,96.08938547486034
544773,4,0.0,4.0,100.0
544774,63,3.0,60.0,95.23809523809523
544776,454,12.0,442.0,97.3568281938326
544777,77,0.0,77.0,100.0
544778,261,14.0,247.0,94.6360153256705
544779,37,0.0,37.0,100.0
544788,149,0.0,149.0,100.0
544789,76,7.0,69.0,90.78947368421053
544790,297,14.0,283.0,95.28619528619528
544791,92,0.0,92.0,100.0
544792,111,2.0,109.0,98.1981981981982
544793,2,0.0,2.0,100.0
544794,14,0.0,14.0,100.0
544795,206,2.0,204.0,99.02912621359224
544796,181,5.0,176.0,97.23756906077348
544797,0,0.0,0.0,
544798,42,0.0,42.0,100.0
544799,45,0.0,45.0,100.0
544800,74,0.0,74.0,100.0
544801,78,0.0,78.0,100.0
544802,74,0.0,74.0,100.0
544803,118,0.0,118.0,100.0
544804,42,3.0,39.0,92.85714285714286
544805,6,0.0,6.0,100.0
544806,62,5.0,57.0,91.93548387096774
544807,1,0.0,1.0,100.0
544808,92,11.0,81.0,88.04347826086956
544809,3,0.0,3.0,100.0
544810,79,6.0,73.0,92.40506329113924
544811,60,0.0,60.0,100.0
544812,835,41.0,794.0,95.08982035928145
544813,47,2.0,45.0,95.74468085106383
544815,67,0.0,67.0,100.0
544816,18,0.0,18.0,100.0
544817,64,0.0,64.0,100.0
544818,15,0.0,15.0,100.0
544819,53,0.0,53.0,100.0
544820,4,0.0,4.0,100.0
544821,7,0.0,7.0,100.0
544822,36,5.0,31.0,86.11111111111111
544823,120,0.0,120.0,100.0
544824,493,23.0,470.0,95.33468559837728
544825,39,0.0,39.0,100.0
544826,27,4.0,23.0,85.18518518518519
544833,113,8.0,105.0,92.92035398230088
544835,50,0.0,50.0,100.0
544836,53,5.0,48.0,90.56603773584906
544837,138,16.0,122.0,88.40579710144928
544838,31,0.0,31.0,100.0
544839,117,15.0,102.0,87.17948717948718
544846,71,0.0,71.0,100.0
544847,14,0.0,14.0,100.0
544885,87,0.0,87.0,100.0
544886,37,0.0,37.0,100.0
544887,265,11.0,254.0,95.84905660377359
544888,85,0.0,85.0,100.0
544892,38,0.0,38.0,100.0
544893,148,12.0,136.0,91.8918918918919
544894,127,9.0,118.0,92.91338582677166
544895,59,0.0,59.0,100.0
544896,3,0.0,3.0,100.0
544898,23,7.0,16.0,69.56521739130434
544899,66,0.0,66.0,100.0
544900,69,18.0,51.0,73.91304347826086
544903,87,2.0,85.0,97.70114942528735
544904,100,0.0,100.0,100.0
544905,41,0.0,41.0,100.0
544906,60,2.0,58.0,96.66666666666667
544907,92,12.0,80.0,86.95652173913044
544908,77,3.0,74.0,96.1038961038961
544909,152,0.0,152.0,100.0
544910,104,0.0,104.0,100.0
544911,50,0.0,50.0,100.0
544912,41,0.0,41.0,100.0
544913,102,8.0,94.0,92.15686274509804
544914,60,10.0,50.0,83.33333333333334
544915,14,2.0,12.0,85.71428571428571
544916,69,1.0,68.0,98.55072463768117
544917,29,0.0,29.0,100.0
544918,172,15.0,157.0,91.27906976744185
544919,40,10.0,30.0,75.0
544920,95,15.0,80.0,84.21052631578947
544921,51,0.0,51.0,100.0
544922,38,0.0,38.0,100.0
544923,4,0.0,4.0,100.0
544924,75,7.0,68.0,90.66666666666666
544925,11,0.0,11.0,100.0
544926,16,2.0,14.0,87.5
544927,5,0.0,5.0,100.0
544928,631,25.0,606.0,96.03803486529318
544929,13,0.0,13.0,100.0
544930,200,9.0,191.0,95.5
544931,205,2.0,203.0,99.02439024390245
544932,54,0.0,54.0,100.0
544933,104,0.0,104.0,100.0
544934,74,4.0,70.0,94.5945945945946
544935,143,6.0,137.0,95.8041958041958
544936,5,0.0,5.0,100.0
544937,74,14.0,60.0,81.08108108108108
544938,19,2.0,17.0,89.47368421052632
544939,22,0.0,22.0,100.0
544940,108,21.0,87.0,80.55555555555556
544941,41,3.0,38.0,92.6829268292683
544942,97,0.0,97.0,100.0
544943,108,0.0,108.0,100.0
544944,77,0.0,77.0,100.0
544945,207,4.0,203.0,98.06763285024155
544968,66,2.0,64.0,96.96969696969697
544969,83,0.0,83.0,100.0
544970,227,11.0,216.0,95.15418502202643
544996,50,0.0,50.0,100.0
544998,147,0.0,147.0,100.0
544999,6,0.0,6.0,100.0
545000,60,6.0,54.0,90.0
545001,71,6.0,65.0,91.54929577464789
545002,25,0.0,25.0,100.0
545004,158,5.0,153.0,96.83544303797468
545011,23,0.0,23.0,100.0
545012,5,3.0,2.0,40.0
545013,72,4.0,68.0,94.44444444444444
545014,114,21.0,93.0,81.57894736842105
545015,34,9.0,25.0,73.52941176470588
545016,20,0.0,20.0,100.0
545017,29,4.0,25.0,86.20689655172413
545018,52,0.0,52.0,100.0
545019,99,0.0,99.0,100.0
545020,14,4.0,10.0,71.42857142857143
545021,70,6.0,64.0,91.42857142857143
545022,147,16.0,131.0,89.1156462585034
545023,165,15.0,150.0,90.9090909090909
545024,128,7.0,121.0,94.53125
545025,193,0.0,193.0,100.0
545026,10,0.0,10.0,100.0
545027,289,6.0,283.0,97.92387543252595
545028,45,0.0,45.0,100.0
545029,10,0.0,10.0,100.0
545030,14,0.0,14.0,100.0
545031,90,0.0,90.0,100.0
545032,34,8.0,26.0,76.47058823529412
545034,22,0.0,22.0,100.0
545035,76,0.0,76.0,100.0
545036,111,21.0,90.0,81.08108108108108
545037,84,2.0,82.0,97.61904761904762
545038,113,0.0,113.0,100.0
545039,75,0.0,75.0,100.0
545041,64,0.0,64.0,100.0
545042,27,0.0,27.0,100.0
545043,82,13.0,69.0,84.14634146341463
545044,56,0.0,56.0,100.0
545045,230,9.0,221.0,96.08695652173913
545046,42,0.0,42.0,100.0
545047,5,0.0,5.0,100.0
545048,97,19.0,78.0,80.41237113402062
545049,24,0.0,24.0,100.0
545050,68,4.0,64.0,94.11764705882352
545051,21,0.0,21.0,100.0
545052,66,10.0,56.0,84.84848484848484
545053,240,11.0,229.0,95.41666666666667
545054,233,5.0,228.0,97.85407725321889
545055,4,0.0,4.0,100.0
545056,83,6.0,77.0,92.7710843373494
545057,45,0.0,45.0,100.0
545058,53,9.0,44.0,83.01886792452831
545059,115,4.0,111.0,96.52173913043478
545060,233,0.0,233.0,100.0
545061,6,0.0,6.0,100.0
545062,241,0.0,241.0,100.0
545063,128,8.0,120.0,93.75
545064,46,0.0,46.0,100.0
545065,28,0.0,28.0,100.0
545066,155,0.0,155.0,100.0
545067,113,2.0,111.0,98.23008849557522
545069,22,0.0,22.0,100.0
545070,34,0.0,34.0,100.0
545071,115,0.0,115.0,100.0
545072,56,0.0,56.0,100.0
545073,136,5.0,131.0,96.32352941176471
545074,48,0.0,48.0,100.0
545075,78,0.0,78.0,100.0
545076,30,7.0,23.0,76.66666666666667
545077,3,0.0,3.0,100.0
545078,480,21.0,459.0,95.625
545079,96,2.0,94.0,97.91666666666666
545080,94,6.0,88.0,93.61702127659575
545081,162,13.0,149.0,91.9753086419753
545082,108,0.0,108.0,100.0
545083,21,0.0,21.0,100.0
545084,62,6.0,56.0,90.32258064516128
545085,242,2.0,240.0,99.17355371900827
545086,44,0.0,44.0,100.0
545087,33,0.0,33.0,100.0
545103,4,0.0,4.0,100.0
545105,86,4.0,82.0,95.34883720930233
545140,9,0.0,9.0,100.0
545148,59,2.0,57.0,96.61016949152543
545149,64,7.0,57.0,89.0625
545150,178,10.0,168.0,94.3820224719101
545151,8,0.0,8.0,100.0
545152,66,3.0,63.0,95.45454545454545
545153,74,0.0,74.0,100.0
545154,134,16.0,118.0,88.05970149253731
545155,41,0.0,41.0,100.0
545156,49,0.0,49.0,100.0
545157,48,6.0,42.0,87.5
545158,15,0.0,15.0,100.0
545159,21,4.0,17.0,80.95238095238095
545160,4,0.0,4.0,100.0
545161,40,0.0,40.0,100.0
545162,86,3.0,83.0,96.51162790697676
545163,57,4.0,53.0,92.98245614035088
545164,31,9.0,22.0,70.96774193548387
545165,89,5.0,84.0,94.3820224719101
545166,153,7.0,146.0,95.42483660130719
545170,29,0.0,29.0,100.0
545176,4,0.0,4.0,100.0
545180,40,0.0,40.0,100.0
545181,21,0.0,21.0,100.0
545182,54,0.0,54.0,100.0
545183,63,7.0,56.0,88.88888888888889
545184,65,0.0,65.0,100.0
545185,0,0.0,0.0,
545186,193,5.0,188.0,97.40932642487047
545187,19,0.0,19.0,100.0
545188,476,3.0,473.0,99.36974789915966
545190,73,5.0,68.0,93.15068493150685
545191,45,0.0,45.0,100.0
545213,42,0.0,42.0,100.0
545214,45,11.0,34.0,75.55555555555556
545215,912,23.0,889.0,97.47807017543859
545216,716,27.0,689.0,96.22905027932961
545217,676,28.0,648.0,95.85798816568047
545218,52,13.0,39.0,75.0
545220,47,7.0,40.0,85.1063829787234
545221,131,7.0,124.0,94.65648854961832
545222,44,5.0,39.0,88.63636363636364
545223,5,0.0,5.0,100.0
545224,43,0.0,43.0,100.0
545225,13,0.0,13.0,100.0
545226,373,14.0,359.0,96.24664879356568
545227,377,6.0,371.0,98.40848806366049
545228,4,0.0,4.0,100.0
545229,10,0.0,10.0,100.0
545230,17,0.0,17.0,100.0
545231,50,6.0,44.0,88.0
545232,244,13.0,231.0,94.67213114754098
545233,36,0.0,36.0,100.0
545234,50,2.0,48.0,96.0
545235,65,0.0,65.0,100.0
545237,27,0.0,27.0,100.0
545238,106,0.0,106.0,100.0
545276,32,0.0,32.0,100.0
545279,25,0.0,25.0,100.0
545287,0,0.0,0.0,
545288,138,1.0,137.0,99.27536231884058
545289,137,0.0,137.0,100.0
545290,74,0.0,74.0,100.0
545294,120,1.0,119.0,99.16666666666667
545295,71,0.0,71.0,100.0
545299,7,0.0,7.0,100.0
545300,65,0.0,65.0,100.0
545301,157,0.0,157.0,100.0
545302,183,0.0,183.0,100.0
545303,50,0.0,50.0,100.0
545304,120,7.0,113.0,94.16666666666667
545305,32,0.0,32.0,100.0
545306,8,0.0,8.0,100.0
545308,112,9.0,103.0,91.96428571428571
545309,30,9.0,21.0,70.0
545310,30,0.0,30.0,100.0
545311,42,10.0,32.0,76.19047619047619
545312,112,3.0,109.0,97.32142857142857
545313,38,2.0,36.0,94.73684210526315
545314,108,0.0,108.0,100.0
545315,96,7.0,89.0,92.70833333333334
545316,69,0.0,69.0,100.0
545317,204,6.0,198.0,97.05882352941177
545318,45,6.0,39.0,86.66666666666667
545319,11,0.0,11.0,100.0
545320,19,8.0,11.0,57.89473684210527
545321,40,3.0,37.0,92.5
545322,40,0.0,40.0,100.0
545323,21,0.0,21.0,100.0
545324,95,15.0,80.0,84.21052631578947
545325,11,0.0,11.0,100.0
545326,10,0.0,10.0,100.0
545327,156,0.0,156.0,100.0
545328,14,0.0,14.0,100.0
545331,2,0.0,2.0,100.0
545332,4,0.0,4.0,100.0
545333,641,34.0,607.0,94.69578783151326
545334,160,0.0,160.0,100.0
545336,4,0.0,4.0,100.0
545337,106,0.0,106.0,100.0
545338,221,11.0,210.0,95.02262443438913
545339,81,7.0,74.0,91.35802469135803
545340,309,17.0,292.0,94.49838187702265
545341,5,0.0,5.0,100.0
545342,41,0.0,41.0,100.0
545343,38,8.0,30.0,78.94736842105263
545344,92,7.0,85.0,92.3913043478261
545345,70,0.0,70.0,100.0
545346,79,0.0,79.0,100.0
545347,4,0.0,4.0,100.0
545348,21,0.0,21.0,100.0
545349,139,0.0,139.0,100.0
545377,145,6.0,139.0,95.86206896551724
545398,186,4.0,182.0,97.84946236559139
545399,166,0.0,166.0,100.0
545400,84,18.0,66.0,78.57142857142857
545408,166,7.0,159.0,95.78313253012048
545410,154,5.0,149.0,96.75324675324676
545411,92,15.0,77.0,83.69565217391305
545412,33,3.0,30.0,90.9090909090909
545413,10,0.0,10.0,100.0
545414,6,0.0,6.0,100.0
545415,135,15.0,120.0,88.88888888888889
545416,74,0.0,74.0,100.0
545417,126,0.0,126.0,100.0
545418,3,0.0,3.0,100.0
545419,104,0.0,104.0,100.0
545423,102,0.0,102.0,100.0
545424,1,0.0,1.0,100.0
545425,28,6.0,22.0,78.57142857142857
545426,26,8.0,18.0,69.23076923076923
545427,1,0.0,1.0,100.0
545428,100,8.0,92.0,92.0
545429,105,15.0,90.0,85.71428571428571
545430,36,9.0,27.0,75.0
545431,14,1.0,13.0,92.85714285714286
545433,1,0.0,1.0,100.0
545435,43,0.0,43.0,100.0
545441,55,0.0,55.0,100.0
545445,172,17.0,155.0,90.11627906976744
545447,294,12.0,282.0,95.91836734693877
545448,5,0.0,5.0,100.0
545459,74,6.0,68.0,91.8918918918919
545460,278,13.0,265.0,95.32374100719424
545461,78,11.0,67.0,85.8974358974359
545462,114,0.0,114.0,100.0
545463,16,0.0,16.0,100.0
545464,774,26.0,748.0,96.64082687338501
545465,15,0.0,15.0,100.0
545466,3,0.0,3.0,100.0
545467,16,0.0,16.0,100.0
545468,141,7.0,134.0,95.0354609929078
545469,67,0.0,67.0,100.0
545470,27,0.0,27.0,100.0
545471,70,0.0,70.0,100.0
545474,142,8.0,134.0,94.36619718309859
545475,329,31.0,298.0,90.5775075987842
545477,55,13.0,42.0,76.36363636363637
545503,98,12.0,86.0,87.75510204081633
545505,15,0.0,15.0,100.0
545512,24,0.0,24.0,100.0
545514,59,0.0,59.0,100.0
545515,112,6.0,106.0,94.64285714285714
545517,6,0.0,6.0,100.0
545518,64,0.0,64.0,100.0
545519,51,0.0,51.0,100.0
545521,8,0.0,8.0,100.0
545522,54,0.0,54.0,100.0
545523,154,0.0,154.0,100.0
545524,52,0.0,52.0,100.0
545526,57,8.0,49.0,85.96491228070175
545530,435,11.0,424.0,97.47126436781609
545533,87,6.0,81.0,93.10344827586206
545534,50,7.0,43.0,86.0
545535,6,2.0,4.0,66.66666666666666
545536,77,0.0,77.0,100.0
545543,118,17.0,101.0,85.59322033898306
545544,56,3.0,53.0,94.64285714285714
545545,199,16.0,183.0,91.95979899497488
545550,29,0.0,29.0,100.0
545555,65,0.0,65.0,100.0
545557,25,0.0,25.0,100.0
545558,50,1.0,49.0,98.0
545559,195,13.0,182.0,93.33333333333333
545568,921,26.0,895.0,97.17698154180239
545570,10,0.0,10.0,100.0
545571,151,2.0,149.0,98.67549668874173
545573,40,0.0,40.0,100.0
545574,85,0.0,85.0,100.0
545575,41,3.0,38.0,92.6829268292683
545576,15,0.0,15.0,100.0
545577,71,7.0,64.0,90.14084507042254
545578,37,8.0,29.0,78.37837837837837
545579,70,0.0,70.0,100.0
545580,80,4.0,76.0,95.0
545581,56,0.0,56.0,100.0
545582,80,0.0,80.0,100.0
545583,63,5.0,58.0,92.06349206349206
545584,5,0.0,5.0,100.0
545585,52,0.0,52.0,100.0
545586,44,0.0,44.0,100.0
545587,220,5.0,215.0,97.72727272727273
545588,71,2.0,69.0,97.1830985915493
545589,69,0.0,69.0,100.0
545590,85,4.0,81.0,95.29411764705881
545591,79,0.0,79.0,100.0
545592,82,0.0,82.0,100.0
545593,11,0.0,11.0,100.0
545595,83,0.0,83.0,100.0
545596,58,6.0,52.0,89.65517241379311
545597,41,0.0,41.0,100.0
545601,47,14.0,33.0,70.2127659574468
545602,38,3.0,35.0,92.10526315789474
545603,10,0.0,10.0,100.0
545630,31,6.0,25.0,80.64516129032258
545634,71,4.0,67.0,94.36619718309859
545635,81,1.0,80.0,98.76543209876543
545636,92,8.0,84.0,91.30434782608695
545637,73,0.0,73.0,100.0
545638,49,0.0,49.0,100.0
545644,12,4.0,8.0,66.66666666666666
545645,12,0.0,12.0,100.0
545646,33,0.0,33.0,100.0
545647,25,0.0,25.0,100.0
545648,21,0.0,21.0,100.0
545649,120,13.0,107.0,89.16666666666667
545652,14,0.0,14.0,100.0
545653,138,7.0,131.0,94.92753623188406
545654,70,0.0,70.0,100.0
545655,170,13.0,157.0,92.3529411764706
545656,24,0.0,24.0,100.0
545657,228,27.0,201.0,88.1578947368421
545658,274,12.0,262.0,95.62043795620438
545659,14,0.0,14.0,100.0
545660,130,2.0,128.0,98.46153846153847
545661,217,5.0,212.0,97.6958525345622
545662,49,0.0,49.0,100.0
545663,58,0.0,58.0,100.0
545664,58,0.0,58.0,100.0
545665,44,0.0,44.0,100.0
545667,744,30.0,714.0,95.96774193548387
545668,37,1.0,36.0,97.2972972972973
545669,29,0.0,29.0,100.0
545670,12,6.0,6.0,50.0
545675,1,0.0,1.0,100.0
545676,25,0.0,25.0,100.0
545680,21,0.0,21.0,100.0
545681,225,10.0,215.0,95.55555555555556
545682,169,8.0,161.0,95.26627218934911
545683,217,17.0,200.0,92.16589861751152
545684,22,7.0,15.0,68.18181818181817
545685,161,8.0,153.0,95.03105590062113
545686,35,7.0,28.0,80.0
545687,276,10.0,266.0,96.37681159420289
545688,244,24.0,220.0,90.1639344262295
545690,418,23.0,395.0,94.49760765550239
545691,112,2.0,110.0,98.21428571428571
545692,57,0.0,57.0,100.0
545693,42,6.0,36.0,85.71428571428571
545694,4,0.0,4.0,100.0
545695,347,10.0,337.0,97.11815561959655
545696,83,10.0,73.0,87.95180722891565
545697,109,9.0,100.0,91.74311926605505
545698,47,0.0,47.0,100.0
545699,93,0.0,93.0,100.0
545700,59,0.0,59.0,100.0
545701,263,19.0,244.0,92.77566539923954
545702,81,2.0,79.0,97.53086419753086
545703,3,0.0,3.0,100.0
545704,18,0.0,18.0,100.0
545705,73,0.0,73.0,100.0
545706,34,7.0,27.0,79.41176470588235
545707,16,0.0,16.0,100.0
545708,29,0.0,29.0,100.0
545709,73,0.0,73.0,100.0
545710,30,0.0,30.0,100.0
545711,33,0.0,33.0,100.0
545712,43,0.0,43.0,100.0
545713,450,16.0,434.0,96.44444444444444
545714,169,7.0,162.0,95.85798816568047
545715,194,7.0,187.0,96.3917525773196
545716,216,7.0,209.0,96.75925925925925
545717,169,0.0,169.0,100.0
545718,87,0.0,87.0,100.0
545719,257,21.0,236.0,91.82879377431907
545721,154,8.0,146.0,94.8051948051948
545722,2,0.0,2.0,100.0
545725,19,0.0,19.0,100.0
545738,2,0.0,2.0,100.0
545748,51,7.0,44.0,86.27450980392157
545752,12,4.0,8.0,66.66666666666666
545759,70,7.0,63.0,90.0
545764,55,8.0,47.0,85.45454545454545
545790,2,0.0,2.0,100.0
545797,231,7.0,224.0,96.96969696969697
545812,149,8.0,141.0,94.63087248322147
545815,42,0.0,42.0,100.0
545819,66,0.0,66.0,100.0
545820,12,0.0,12.0,100.0
545821,96,0.0,96.0,100.0
545822,4,0.0,4.0,100.0
545826,73,7.0,66.0,90.41095890410958
545827,40,0.0,40.0,100.0
545830,197,0.0,197.0,100.0
545832,13,0.0,13.0,100.0
545835,89,0.0,89.0,100.0
545838,123,11.0,112.0,91.05691056910568
545842,117,6.0,111.0,94.87179487179486
545845,48,0.0,48.0,100.0
545851,76,0.0,76.0,100.0
545853,63,13.0,50.0,79.36507936507937
545854,114,7.0,107.0,93.85964912280701
545855,42,0.0,42.0,100.0
545856,12,0.0,12.0,100.0
545858,2,0.0,2.0,100.0
545859,69,1.0,68.0,98.55072463768117
545865,23,0.0,23.0,100.0
545868,112,5.0,107.0,95.53571428571429
545869,45,0.0,45.0,100.0
545870,4,0.0,4.0,100.0
545871,41,0.0,41.0,100.0
545872,362,10.0,352.0,97.23756906077348
545873,34,0.0,34.0,100.0
545874,35,0.0,35.0,100.0
545883,33,0.0,33.0,100.0
545888,28,0.0,28.0,100.0
545889,4,0.0,4.0,100.0
545890,16,0.0,16.0,100.0
545894,80,6.0,74.0,92.5
545895,831,24.0,807.0,97.11191335740072
545896,19,0.0,19.0,100.0
545897,981,38.0,943.0,96.1264016309888
545898,35,3.0,32.0,91.42857142857143
545899,35,0.0,35.0,100.0
545900,6,0.0,6.0,100.0
545901,621,7.0,614.0,98.87278582930756
545902,5,0.0,5.0,100.0
545904,37,0.0,37.0,100.0
545905,52,7.0,45.0,86.53846153846155
545906,238,15.0,223.0,93.69747899159664
545907,55,4.0,51.0,92.72727272727272
545908,67,0.0,67.0,100.0
545909,137,4.0,133.0,97.08029197080292
545910,80,4.0,76.0,95.0
545911,9,2.0,7.0,77.77777777777779
545912,26,12.0,14.0,53.84615384615385
545913,46,1.0,45.0,97.82608695652173
545914,215,19.0,196.0,91.16279069767442
545915,42,0.0,42.0,100.0
545916,51,0.0,51.0,100.0
545918,28,0.0,28.0,100.0
545928,79,0.0,79.0,100.0
545933,109,0.0,109.0,100.0
545937,220,6.0,214.0,97.27272727272728
545945,99,9.0,90.0,90.9090909090909
545978,443,29.0,414.0,93.45372460496614
545979,96,10.0,86.0,89.58333333333334
545980,197,17.0,180.0,91.37055837563452
545987,14,0.0,14.0,100.0
545988,59,0.0,59.0,100.0
545989,10,0.0,10.0,100.0
545991,93,0.0,93.0,100.0
545992,14,0.0,14.0,100.0
545993,17,2.0,15.0,88.23529411764706
545994,55,0.0,55.0,100.0
545995,245,2.0,243.0,99.18367346938776
545996,323,22.0,301.0,93.18885448916409
545998,229,0.0,229.0,100.0
545999,214,17.0,197.0,92.05607476635514
546000,25,0.0,25.0,100.0
546001,14,0.0,14.0,100.0
546002,4,0.0,4.0,100.0
546003,201,4.0,197.0,98.00995024875621
546004,3,0.0,3.0,100.0
546005,234,5.0,229.0,97.86324786324786
546006,19,0.0,19.0,100.0
546007,744,26.0,718.0,96.50537634408603
546008,812,37.0,775.0,95.44334975369459
546009,38,0.0,38.0,100.0
546011,8,2.0,6.0,75.0
546013,116,1.0,115.0,99.13793103448276
546014,3,0.0,3.0,100.0
546015,128,21.0,107.0,83.59375
546017,110,2.0,108.0,98.18181818181819
546019,41,0.0,41.0,100.0
546027,96,6.0,90.0,93.75
546028,167,2.0,165.0,98.80239520958084
546029,7,0.0,7.0,100.0
546030,32,0.0,32.0,100.0
546031,32,7.0,25.0,78.125
546032,18,0.0,18.0,100.0
546033,4,0.0,4.0,100.0
546034,69,4.0,65.0,94.20289855072464
546035,18,0.0,18.0,100.0
546036,40,0.0,40.0,100.0
546037,46,4.0,42.0,91.30434782608695
546038,46,0.0,46.0,100.0
546062,90,4.0,86.0,95.55555555555556
546067,13,0.0,13.0,100.0
546079,113,0.0,113.0,100.0
546082,7,0.0,7.0,100.0
546083,7,0.0,7.0,100.0
546084,167,0.0,167.0,100.0
546087,28,5.0,23.0,82.14285714285714
546088,31,0.0,31.0,100.0
546089,108,2.0,106.0,98.14814814814815
546090,26,4.0,22.0,84.61538461538461
546091,331,6.0,325.0,98.18731117824774
546092,88,7.0,81.0,92.04545454545455
546096,221,13.0,208.0,94.11764705882352
546100,78,15.0,63.0,80.76923076923077
546101,19,0.0,19.0,100.0
546102,4,0.0,4.0,100.0
546103,20,0.0,20.0,100.0
546104,39,0.0,39.0,100.0
546105,140,0.0,140.0,100.0
546107,158,0.0,158.0,100.0
546108,218,12.0,206.0,94.4954128440367
546109,12,0.0,12.0,100.0
546110,29,0.0,29.0,100.0
546111,77,2.0,75.0,97.40259740259741
546112,8,0.0,8.0,100.0
546113,83,14.0,69.0,83.13253012048193
546115,85,2.0,83.0,97.6470588235294
546116,137,6.0,131.0,95.62043795620438
546117,281,9.0,272.0,96.79715302491103
546118,103,0.0,103.0,100.0
546119,94,0.0,94.0,100.0
546120,29,0.0,29.0,100.0
546121,111,7.0,104.0,93.69369369369369
546122,56,0.0,56.0,100.0
546123,24,0.0,24.0,100.0
546127,48,0.0,48.0,100.0
546132,8,0.0,8.0,100.0
546133,197,4.0,193.0,97.96954314720813
546134,16,0.0,16.0,100.0
546135,32,0.0,32.0,100.0
546136,905,26.0,879.0,97.12707182320443
546153,24,0.0,24.0,100.0
546154,3,0.0,3.0,100.0
546155,114,6.0,108.0,94.73684210526315
546156,50,4.0,46.0,92.0
546157,16,0.0,16.0,100.0
546158,71,15.0,56.0,78.87323943661971
546159,53,4.0,49.0,92.45283018867924
546160,115,0.0,115.0,100.0
546161,5,0.0,5.0,100.0
546163,47,11.0,36.0,76.59574468085107
546164,29,0.0,29.0,100.0
546165,82,0.0,82.0,100.0
546166,7,0.0,7.0,100.0
546169,6,3.0,3.0,50.0
546171,20,4.0,16.0,80.0
546172,113,13.0,100.0,88.49557522123894
546182,98,0.0,98.0,100.0
546189,66,2.0,64.0,96.96969696969697
546190,37,0.0,37.0,100.0
546212,106,8.0,98.0,92.45283018867924
546213,17,0.0,17.0,100.0
546215,114,17.0,97.0,85.08771929824562
546216,55,0.0,55.0,100.0
546218,44,0.0,44.0,100.0
546220,117,12.0,105.0,89.74358974358975
546223,91,0.0,91.0,100.0
546230,94,0.0,94.0,100.0
546235,69,0.0,69.0,100.0
546236,197,0.0,197.0,100.0
546237,95,2.0,93.0,97.89473684210527
546239,41,2.0,39.0,95.1219512195122
546242,101,10.0,91.0,90.0990099009901
546243,80,17.0,63.0,78.75
546246,133,13.0,120.0,90.22556390977444
546247,26,0.0,26.0,100.0
546248,40,17.0,23.0,57.49999999999999
546249,97,0.0,97.0,100.0
546250,90,2.0,88.0,97.77777777777777
546251,71,4.0,67.0,94.36619718309859
546252,239,16.0,223.0,93.30543933054393
546253,27,0.0,27.0,100.0
546254,44,4.0,40.0,90.9090909090909
546255,66,7.0,59.0,89.39393939393939
546261,155,2.0,153.0,98.70967741935483
546263,14,0.0,14.0,100.0
546275,48,7.0,41.0,85.41666666666666
546279,5,0.0,5.0,100.0
546293,26,0.0,26.0,100.0
546301,24,0.0,24.0,100.0
546303,3,0.0,3.0,100.0
546304,81,0.0,81.0,100.0
546305,144,4.0,140.0,97.22222222222221
546306,650,33.0,617.0,94.92307692307692
546310,21,0.0,21.0,100.0
546311,7,0.0,7.0,100.0
546312,5,0.0,5.0,100.0
546314,69,8.0,61.0,88.40579710144928
546315,99,8.0,91.0,91.91919191919192
546316,27,0.0,27.0,100.0
546317,97,0.0,97.0,100.0
546318,1,2.0,-1.0,-100.0
546319,2,0.0,2.0,100.0
546321,76,5.0,71.0,93.42105263157895
546322,22,0.0,22.0,100.0
546324,48,0.0,48.0,100.0
546326,23,0.0,23.0,100.0
546328,4,0.0,4.0,100.0
546329,4,0.0,4.0,100.0
546330,31,0.0,31.0,100.0
546331,15,0.0,15.0,100.0
546364,96,5.0,91.0,94.79166666666666
546365,217,0.0,217.0,100.0
546366,61,0.0,61.0,100.0
546367,128,14.0,114.0,89.0625
546368,57,0.0,57.0,100.0
546369,5,0.0,5.0,100.0
546372,25,6.0,19.0,76.0
546373,83,6.0,77.0,92.7710843373494
546374,4,0.0,4.0,100.0
546376,77,0.0,77.0,100.0
546377,13,6.0,7.0,53.84615384615385
546378,153,0.0,153.0,100.0
546380,15,0.0,15.0,100.0
546381,40,0.0,40.0,100.0
546382,30,2.0,28.0,93.33333333333333
546383,93,0.0,93.0,100.0
546384,93,0.0,93.0,100.0
546385,97,3.0,94.0,96.90721649484536
546386,40,0.0,40.0,100.0
546387,74,13.0,61.0,82.43243243243244
546388,346,12.0,334.0,96.53179190751445
546389,183,7.0,176.0,96.17486338797814
546390,2,5.0,-3.0,-150.0
546391,36,5.0,31.0,86.11111111111111
546392,145,13.0,132.0,91.0344827586207
546393,5,0.0,5.0,100.0
546394,143,13.0,130.0,90.9090909090909
546396,67,5.0,62.0,92.53731343283582
546397,18,0.0,18.0,100.0
546398,47,13.0,34.0,72.3404255319149
546399,26,2.0,24.0,92.3076923076923
546401,9,0.0,9.0,100.0
