order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster,cluster_name
220,1375,6.25,2556,0,Active/Regular Products
61,584,9.57377049180328,1280,0,Active/Regular Products
173,1780,10.289017341040465,2551,2,High-Volume Products
34,231,6.794117647058823,689,0,Active/Regular Products
146,582,3.9863013698630136,2126,0,Active/Regular Products
73,583,7.986301369863014,2233,0,Active/Regular Products
120,583,4.858333333333333,2470,0,Active/Regular Products
241,1728,7.170124481327801,3125,2,High-Volume Products
241,6729,27.92116182572614,3062,2,High-Volume Products
135,2239,16.585185185185185,2240,2,High-Volume Products
70,408,5.828571428571428,2436,0,Active/Regular Products
143,526,3.6783216783216783,2897,0,Active/Regular Products
146,414,2.835616438356164,2895,0,Active/Regular Products
116,948,8.172413793103448,2692,0,Active/Regular Products
86,729,8.476744186046512,2411,0,Active/Regular Products
162,848,5.234567901234568,2346,0,Active/Regular Products
69,334,4.840579710144928,1784,0,Active/Regular Products
199,1402,7.045226130653266,3003,2,High-Volume Products
200,1773,8.865,2912,2,High-Volume Products
225,1259,5.595555555555555,2989,0,Active/Regular Products
955,9172,9.604188481675394,3433,2,High-Volume Products
192,1369,7.130208333333333,2909,2,High-Volume Products
323,1897,5.8730650154798765,3046,2,High-Volume Products
155,1206,7.780645161290322,2585,2,High-Volume Products
138,644,4.666666666666667,2880,0,Active/Regular Products
409,2680,6.552567237163815,3164,2,High-Volume Products
610,4616,7.567213114754098,3316,2,High-Volume Products
436,5181,11.88302752293578,2686,2,High-Volume Products
97,548,5.649484536082475,2464,0,Active/Regular Products
1160,19329,16.66293103448276,3372,2,High-Volume Products
326,4082,12.521472392638035,2816,2,High-Volume Products
238,1893,7.953781512605042,2556,2,High-Volume Products
272,1423,5.231617647058823,2738,0,Active/Regular Products
798,7562,9.476190476190476,3312,2,High-Volume Products
167,1983,11.874251497005988,2938,2,High-Volume Products
91,670,7.362637362637362,2042,0,Active/Regular Products
160,1830,11.4375,2499,2,High-Volume Products
200,2166,10.83,2795,2,High-Volume Products
143,1643,11.48951048951049,2916,2,High-Volume Products
117,1366,11.675213675213676,2374,2,High-Volume Products
145,1596,11.006896551724138,2609,2,High-Volume Products
172,1992,11.581395348837209,2852,2,High-Volume Products
153,1440,9.411764705882351,2870,2,High-Volume Products
59,755,12.796610169491526,2467,2,High-Volume Products
69,1438,20.84057971014493,2595,2,High-Volume Products
31,1622,52.32258064516129,1572,2,High-Volume Products
26,1248,48.0,1469,2,High-Volume Products
59,288,4.88135593220339,2721,0,Active/Regular Products
33,574,17.393939393939394,2255,2,High-Volume Products
47,349,7.425531914893617,2641,0,Active/Regular Products
179,592,3.3072625698324023,3035,0,Active/Regular Products
63,152,2.412698412698413,2751,0,Active/Regular Products
296,1640,5.54054054054054,3211,0,Active/Regular Products
279,1172,4.200716845878136,3050,0,Active/Regular Products
771,4655,6.0376134889753565,3276,2,High-Volume Products
858,6017,7.012820512820513,3249,2,High-Volume Products
561,3220,5.739750445632799,3115,2,High-Volume Products
643,5740,8.926905132192847,3173,2,High-Volume Products
228,1549,6.793859649122807,2995,2,High-Volume Products
148,575,3.885135135135135,2941,0,Active/Regular Products
95,1320,13.894736842105264,2556,2,High-Volume Products
89,230,2.5842696629213484,2452,0,Active/Regular Products
106,345,3.2547169811320757,1937,0,Active/Regular Products
188,523,2.7819148936170213,2495,0,Active/Regular Products
133,352,2.6466165413533838,2645,0,Active/Regular Products
122,508,4.163934426229508,2944,0,Active/Regular Products
76,149,1.9605263157894737,2813,0,Active/Regular Products
3,13,4.333333333333333,164,1,Slow-Moving Products
22,404,18.363636363636363,1029,2,High-Volume Products
76,1762,23.18421052631579,1448,2,High-Volume Products
100,1188,11.88,2563,2,High-Volume Products
110,2277,20.7,2548,2,High-Volume Products
291,2031,6.979381443298969,3075,2,High-Volume Products
154,1038,6.740259740259741,2994,0,Active/Regular Products
133,816,6.135338345864661,2947,0,Active/Regular Products
162,889,5.487654320987654,3029,0,Active/Regular Products
179,567,3.1675977653631286,3099,0,Active/Regular Products
84,378,4.5,2342,0,Active/Regular Products
14,82,5.857142857142857,700,3,Low-Movement Products
934,4937,5.285867237687366,3218,2,High-Volume Products
962,4518,4.696465696465697,3268,2,High-Volume Products
457,2791,6.107221006564552,3186,2,High-Volume Products
377,3247,8.612732095490717,3024,2,High-Volume Products
544,4073,7.487132352941177,3238,2,High-Volume Products
1,30,30.0,0,1,Slow-Moving Products
1,1,1.0,39,1,Slow-Moving Products
481,6226,12.943866943866944,3128,2,High-Volume Products
186,1933,10.39247311827957,2369,2,High-Volume Products
547,6070,11.09689213893967,3157,2,High-Volume Products
468,3021,6.455128205128205,3190,2,High-Volume Products
332,15126,45.56024096385542,2975,2,High-Volume Products
105,2407,22.923809523809524,2519,2,High-Volume Products
131,2593,19.793893129770996,2875,2,High-Volume Products
162,3745,23.117283950617285,2955,2,High-Volume Products
142,2452,17.267605633802816,2936,2,High-Volume Products
256,2196,8.578125,3197,2,High-Volume Products
11,212,19.272727272727277,418,0,Active/Regular Products
303,3413,11.264026402640264,3034,2,High-Volume Products
340,5083,14.95,3258,2,High-Volume Products
91,264,2.901098901098901,2866,0,Active/Regular Products
122,875,7.172131147540983,2923,0,Active/Regular Products
15,78,5.2,1188,3,Low-Movement Products
146,415,2.8424657534246576,3040,0,Active/Regular Products
87,207,2.3793103448275863,2515,0,Active/Regular Products
156,236,1.5128205128205128,2983,0,Active/Regular Products
76,143,1.881578947368421,1253,0,Active/Regular Products
372,1197,3.217741935483871,3100,0,Active/Regular Products
265,1068,4.030188679245283,2961,0,Active/Regular Products
382,1794,4.696335078534031,3069,0,Active/Regular Products
493,2444,4.9574036511156185,3310,2,High-Volume Products
321,3218,10.02492211838006,3247,2,High-Volume Products
171,877,5.128654970760234,2782,0,Active/Regular Products
115,512,4.452173913043478,2297,0,Active/Regular Products
1037,24275,23.40887174541948,3451,2,High-Volume Products
289,966,3.342560553633218,3042,0,Active/Regular Products
155,330,2.129032258064516,2340,0,Active/Regular Products
57,591,10.36842105263158,2358,0,Active/Regular Products
122,372,3.0491803278688523,2810,0,Active/Regular Products
129,322,2.496124031007752,2559,0,Active/Regular Products
35,56,1.6,2095,3,Low-Movement Products
162,1472,9.08641975308642,2786,2,High-Volume Products
149,848,5.691275167785235,2671,0,Active/Regular Products
192,1266,6.59375,2831,0,Active/Regular Products
189,4870,25.76719576719577,2754,2,High-Volume Products
524,8284,15.80916030534351,3213,2,High-Volume Products
116,676,5.827586206896552,2977,0,Active/Regular Products
415,1445,3.4819277108433737,2767,0,Active/Regular Products
365,954,2.6136986301369864,2842,0,Active/Regular Products
460,1400,3.0434782608695654,2880,0,Active/Regular Products
44,66,1.5,1689,3,Low-Movement Products
373,1976,5.297587131367292,3264,2,High-Volume Products
472,2847,6.031779661016949,3332,2,High-Volume Products
1392,56898,40.875,3545,2,High-Volume Products
86,1025,11.918604651162791,2225,2,High-Volume Products
167,467,2.7964071856287425,2875,0,Active/Regular Products
140,398,2.842857142857143,2652,0,Active/Regular Products
87,193,2.218390804597701,2699,0,Active/Regular Products
37,64,1.7297297297297298,1577,3,Low-Movement Products
145,403,2.779310344827586,2883,0,Active/Regular Products
79,197,2.4936708860759493,2519,0,Active/Regular Products
5,5,1.0,1110,3,Low-Movement Products
208,1333,6.408653846153846,3037,0,Active/Regular Products
280,1509,5.389285714285714,3135,0,Active/Regular Products
173,945,5.46242774566474,2899,0,Active/Regular Products
187,1017,5.438502673796791,2894,0,Active/Regular Products
196,1008,5.142857142857143,3023,0,Active/Regular Products
399,1609,4.032581453634085,3306,0,Active/Regular Products
56,193,3.446428571428572,2482,0,Active/Regular Products
101,343,3.396039603960396,2372,0,Active/Regular Products
68,588,8.647058823529411,2702,0,Active/Regular Products
82,839,10.231707317073171,2403,2,High-Volume Products
1,1,1.0,5,1,Slow-Moving Products
544,4133,7.5974264705882355,3407,2,High-Volume Products
86,231,2.686046511627907,2232,0,Active/Regular Products
51,131,2.5686274509803924,1968,0,Active/Regular Products
222,1057,4.761261261261262,2963,0,Active/Regular Products
78,441,5.653846153846154,2522,0,Active/Regular Products
164,834,5.085365853658536,2954,0,Active/Regular Products
289,2341,8.100346020761245,3148,2,High-Volume Products
147,1000,6.802721088435374,2642,0,Active/Regular Products
101,568,5.623762376237623,2496,0,Active/Regular Products
101,1047,10.366336633663366,2652,2,High-Volume Products
144,998,6.930555555555555,2719,0,Active/Regular Products
83,690,8.313253012048193,2318,0,Active/Regular Products
105,596,5.6761904761904765,2512,0,Active/Regular Products
88,308,3.5,1175,0,Active/Regular Products
239,1952,8.167364016736402,2710,2,High-Volume Products
34,640,18.823529411764707,1624,2,High-Volume Products
131,3098,23.64885496183206,2334,2,High-Volume Products
159,1703,10.71069182389937,2761,2,High-Volume Products
98,1262,12.877551020408164,2358,2,High-Volume Products
90,431,4.788888888888889,2846,0,Active/Regular Products
113,668,5.911504424778761,2619,0,Active/Regular Products
109,593,5.440366972477064,2715,0,Active/Regular Products
145,928,6.4,2776,0,Active/Regular Products
147,819,5.571428571428571,2876,0,Active/Regular Products
137,712,5.197080291970803,2825,0,Active/Regular Products
67,643,9.597014925373134,1771,0,Active/Regular Products
61,657,10.770491803278688,2087,0,Active/Regular Products
77,629,8.168831168831169,2463,0,Active/Regular Products
50,286,5.72,1877,0,Active/Regular Products
42,373,8.880952380952381,1851,0,Active/Regular Products
77,912,11.844155844155845,2185,2,High-Volume Products
44,481,10.931818181818182,1914,0,Active/Regular Products
104,552,5.307692307692308,2875,0,Active/Regular Products
107,579,5.411214953271028,2795,0,Active/Regular Products
137,1023,7.467153284671533,2885,0,Active/Regular Products
51,326,6.392156862745098,2623,0,Active/Regular Products
96,1561,16.260416666666668,2536,2,High-Volume Products
64,536,8.375,2202,0,Active/Regular Products
92,1887,20.51086956521739,2229,2,High-Volume Products
83,836,10.072289156626503,1780,2,High-Volume Products
158,2009,12.71518987341772,2659,2,High-Volume Products
125,932,7.456,2662,0,Active/Regular Products
53,243,4.584905660377358,1549,0,Active/Regular Products
301,1701,5.651162790697675,2940,2,High-Volume Products
48,196,4.083333333333333,1473,0,Active/Regular Products
331,4509,13.622356495468278,3030,2,High-Volume Products
267,1340,5.0187265917602994,2929,0,Active/Regular Products
1,69,69.0,0,1,Slow-Moving Products
85,290,3.411764705882353,2467,0,Active/Regular Products
100,417,4.17,2750,0,Active/Regular Products
178,405,2.2752808988764044,2977,0,Active/Regular Products
128,831,6.4921875,2967,0,Active/Regular Products
95,468,4.926315789473684,2797,0,Active/Regular Products
63,131,2.0793650793650795,1817,0,Active/Regular Products
99,149,1.505050505050505,2742,0,Active/Regular Products
155,299,1.929032258064516,2751,0,Active/Regular Products
131,927,7.076335877862595,2651,0,Active/Regular Products
120,870,7.25,2542,0,Active/Regular Products
115,1123,9.765217391304349,2583,2,High-Volume Products
80,794,9.925,2418,2,High-Volume Products
58,474,8.172413793103448,2096,0,Active/Regular Products
34,148,4.352941176470588,1997,0,Active/Regular Products
120,1289,10.741666666666667,2366,2,High-Volume Products
112,1136,10.142857142857142,2436,2,High-Volume Products
122,903,7.401639344262295,2588,0,Active/Regular Products
299,5457,18.25083612040134,3172,2,High-Volume Products
250,2789,11.156,3020,2,High-Volume Products
318,3140,9.874213836477988,3033,2,High-Volume Products
378,4164,11.015873015873016,3229,2,High-Volume Products
80,1379,17.2375,2704,2,High-Volume Products
196,1528,7.795918367346939,2932,2,High-Volume Products
252,2205,8.75,3044,2,High-Volume Products
212,2329,10.985849056603774,2476,2,High-Volume Products
261,2816,10.78927203065134,2654,2,High-Volume Products
61,761,12.475409836065571,2289,2,High-Volume Products
51,693,13.588235294117649,1992,2,High-Volume Products
111,1162,10.468468468468467,2352,2,High-Volume Products
74,770,10.405405405405403,2290,2,High-Volume Products
105,250,2.380952380952381,2906,0,Active/Regular Products
121,369,3.049586776859504,2872,0,Active/Regular Products
109,668,6.128440366972477,2914,0,Active/Regular Products
142,1132,7.971830985915493,2912,2,High-Volume Products
131,645,4.923664122137405,2816,0,Active/Regular Products
65,565,8.692307692307692,1949,0,Active/Regular Products
133,570,4.285714285714286,2862,0,Active/Regular Products
172,916,5.325581395348837,2944,0,Active/Regular Products
55,660,12.0,2341,2,High-Volume Products
89,286,3.213483146067416,2667,0,Active/Regular Products
142,462,3.2535211267605635,2808,0,Active/Regular Products
61,1322,21.672131147540984,1423,2,High-Volume Products
73,189,2.589041095890411,1613,0,Active/Regular Products
132,893,6.765151515151516,2900,0,Active/Regular Products
139,820,5.899280575539568,2778,0,Active/Regular Products
1,1,1.0,25,1,Slow-Moving Products
74,286,3.864864864864865,2781,0,Active/Regular Products
93,249,2.677419354838709,2384,0,Active/Regular Products
732,8535,11.65983606557377,3201,2,High-Volume Products
287,1167,4.066202090592334,3019,0,Active/Regular Products
581,6835,11.76419965576592,3133,2,High-Volume Products
238,1603,6.735294117647059,3060,2,High-Volume Products
183,1840,10.05464480874317,2783,2,High-Volume Products
148,1032,6.972972972972973,2237,0,Active/Regular Products
317,4492,14.170347003154577,2852,2,High-Volume Products
101,707,7.0,2053,0,Active/Regular Products
225,2380,10.577777777777778,3107,2,High-Volume Products
79,2381,30.139240506329116,2553,2,High-Volume Products
77,912,11.844155844155845,2673,2,High-Volume Products
180,4679,25.994444444444444,2885,2,High-Volume Products
83,2468,29.734939759036145,2548,2,High-Volume Products
128,1398,10.921875,2760,2,High-Volume Products
78,453,5.807692307692308,2602,0,Active/Regular Products
128,997,7.7890625,2903,0,Active/Regular Products
94,1974,21.0,2508,2,High-Volume Products
76,1225,16.11842105263158,2482,2,High-Volume Products
71,1117,15.732394366197184,2451,2,High-Volume Products
59,1034,17.52542372881356,2319,2,High-Volume Products
358,4084,11.40782122905028,3183,2,High-Volume Products
131,1366,10.427480916030534,2550,2,High-Volume Products
120,1410,11.75,2694,2,High-Volume Products
2,13,6.5,716,3,Low-Movement Products
482,3088,6.406639004149378,3223,2,High-Volume Products
24,60,2.5,754,3,Low-Movement Products
83,750,9.036144578313252,2321,0,Active/Regular Products
882,18124,20.54875283446712,3378,2,High-Volume Products
742,9716,13.09433962264151,3340,2,High-Volume Products
180,468,2.6,3027,0,Active/Regular Products
255,698,2.7372549019607844,3104,0,Active/Regular Products
81,183,2.259259259259259,2605,0,Active/Regular Products
214,1010,4.719626168224299,2999,0,Active/Regular Products
268,727,2.712686567164179,3211,0,Active/Regular Products
133,408,3.0676691729323307,2952,0,Active/Regular Products
81,480,5.925925925925926,2696,0,Active/Regular Products
164,616,3.7560975609756095,3050,0,Active/Regular Products
179,789,4.407821229050279,2771,0,Active/Regular Products
220,800,3.636363636363636,2842,0,Active/Regular Products
550,3749,6.816363636363636,3202,2,High-Volume Products
392,1086,2.770408163265306,3328,0,Active/Regular Products
147,279,1.8979591836734693,2986,0,Active/Regular Products
223,546,2.4484304932735426,3095,0,Active/Regular Products
167,346,2.07185628742515,3099,0,Active/Regular Products
122,252,2.065573770491804,2916,0,Active/Regular Products
207,1330,6.42512077294686,2943,0,Active/Regular Products
293,2283,7.791808873720137,3165,2,High-Volume Products
748,6896,9.219251336898395,3345,2,High-Volume Products
285,1312,4.603508771929825,3059,0,Active/Regular Products
469,3439,7.332622601279318,3118,2,High-Volume Products
1157,10427,9.012100259291271,3339,2,High-Volume Products
1285,12518,9.741634241245135,3452,2,High-Volume Products
1090,10487,9.621100917431193,3337,2,High-Volume Products
686,8666,12.63265306122449,3218,2,High-Volume Products
1218,21448,17.60919540229885,3354,2,High-Volume Products
45,338,7.511111111111111,2054,0,Active/Regular Products
36,266,7.388888888888889,1962,0,Active/Regular Products
29,158,5.448275862068965,1972,0,Active/Regular Products
71,510,7.183098591549296,2593,0,Active/Regular Products
23,168,7.304347826086956,1672,0,Active/Regular Products
33,152,4.606060606060606,2330,0,Active/Regular Products
128,1226,9.578125,2746,2,High-Volume Products
248,2575,10.383064516129032,2709,2,High-Volume Products
98,1152,11.755102040816327,2146,2,High-Volume Products
150,1393,9.286666666666669,2380,2,High-Volume Products
151,1719,11.3841059602649,2374,2,High-Volume Products
125,1322,10.576,2767,2,High-Volume Products
70,372,5.314285714285714,2555,0,Active/Regular Products
84,346,4.119047619047619,2615,0,Active/Regular Products
24,94,3.9166666666666665,1302,3,Low-Movement Products
29,145,5.0,1963,0,Active/Regular Products
57,228,4.0,2068,0,Active/Regular Products
58,237,4.086206896551724,2211,0,Active/Regular Products
1175,12574,10.70127659574468,3428,2,High-Volume Products
147,911,6.197278911564626,2559,0,Active/Regular Products
412,3774,9.16019417475728,3111,2,High-Volume Products
95,279,2.9368421052631577,2294,0,Active/Regular Products
13,19,1.4615384615384617,399,3,Low-Movement Products
76,868,11.421052631578949,2313,2,High-Volume Products
520,8420,16.192307692307693,3156,2,High-Volume Products
318,6564,20.641509433962263,3038,2,High-Volume Products
272,3338,12.272058823529411,3169,2,High-Volume Products
126,1333,10.57936507936508,2869,2,High-Volume Products
213,2597,12.192488262910798,3084,2,High-Volume Products
205,1273,6.209756097560976,3168,0,Active/Regular Products
1988,13851,6.967303822937626,3537,2,High-Volume Products
454,873,1.922907488986784,3143,0,Active/Regular Products
166,460,2.7710843373493974,2689,0,Active/Regular Products
208,742,3.5673076923076925,2606,0,Active/Regular Products
506,2106,4.16205533596838,2949,0,Active/Regular Products
114,246,2.1578947368421053,2559,0,Active/Regular Products
376,1262,3.356382978723404,3125,0,Active/Regular Products
195,617,3.164102564102564,2599,0,Active/Regular Products
334,2058,6.161676646706587,2960,2,High-Volume Products
277,1716,6.194945848375451,2771,2,High-Volume Products
227,1394,6.140969162995595,2704,0,Active/Regular Products
124,793,6.395161290322581,2437,0,Active/Regular Products
266,2757,10.364661654135338,2968,2,High-Volume Products
163,2134,13.0920245398773,2413,2,High-Volume Products
226,2828,12.513274336283184,2891,2,High-Volume Products
98,1009,10.29591836734694,2567,2,High-Volume Products
197,1898,9.634517766497462,2908,2,High-Volume Products
154,6010,39.02597402597402,2408,2,High-Volume Products
219,1047,4.780821917808219,3063,0,Active/Regular Products
78,296,3.7948717948717943,1964,0,Active/Regular Products
90,164,1.8222222222222224,2030,0,Active/Regular Products
57,838,14.701754385964913,2170,2,High-Volume Products
130,534,4.107692307692307,2814,0,Active/Regular Products
133,439,3.300751879699248,2854,0,Active/Regular Products
45,137,3.0444444444444443,2292,0,Active/Regular Products
45,201,4.466666666666667,2132,0,Active/Regular Products
143,491,3.4335664335664338,2712,0,Active/Regular Products
58,194,3.3448275862068964,1678,0,Active/Regular Products
51,222,4.352941176470588,1894,0,Active/Regular Products
144,722,5.013888888888889,2800,0,Active/Regular Products
78,442,5.666666666666667,2517,0,Active/Regular Products
41,266,6.487804878048781,1444,0,Active/Regular Products
476,1727,3.6281512605042017,3126,0,Active/Regular Products
1249,9119,7.301040832666133,3508,2,High-Volume Products
23,523,22.73913043478261,1579,2,High-Volume Products
25,386,15.44,1739,0,Active/Regular Products
211,2546,12.066350710900474,2958,2,High-Volume Products
53,239,4.509433962264151,1924,0,Active/Regular Products
351,3402,9.692307692307692,3145,2,High-Volume Products
198,2053,10.368686868686869,2885,2,High-Volume Products
209,3069,14.68421052631579,2937,2,High-Volume Products
681,7926,11.638766519823788,3367,2,High-Volume Products
153,517,3.379084967320261,2721,0,Active/Regular Products
1201,17963,14.956702747710242,3522,2,High-Volume Products
925,9887,10.688648648648648,3395,2,High-Volume Products
105,419,3.9904761904761914,2782,0,Active/Regular Products
107,320,2.9906542056074765,2708,0,Active/Regular Products
112,503,4.491071428571429,2649,0,Active/Regular Products
132,303,2.2954545454545454,2744,0,Active/Regular Products
138,313,2.2681159420289854,2685,0,Active/Regular Products
125,880,7.04,2834,0,Active/Regular Products
127,1364,10.74015748031496,2882,2,High-Volume Products
140,1537,10.978571428571428,2916,2,High-Volume Products
98,1139,11.622448979591836,2727,2,High-Volume Products
73,630,8.63013698630137,1713,0,Active/Regular Products
128,825,6.4453125,2789,0,Active/Regular Products
53,478,9.0188679245283,1173,0,Active/Regular Products
169,770,4.556213017751479,2888,0,Active/Regular Products
208,526,2.5288461538461537,2718,0,Active/Regular Products
25,71,2.84,1930,3,Low-Movement Products
429,784,1.827505827505828,3051,0,Active/Regular Products
415,3195,7.698795180722891,3156,2,High-Volume Products
443,9719,21.93905191873589,3209,2,High-Volume Products
219,3947,18.022831050228312,2600,2,High-Volume Products
380,26633,70.08684210526316,2917,2,High-Volume Products
220,2461,11.186363636363636,2836,2,High-Volume Products
245,1088,4.440816326530612,3141,0,Active/Regular Products
98,282,2.877551020408163,2809,0,Active/Regular Products
79,253,3.2025316455696204,2241,0,Active/Regular Products
100,224,2.24,2649,0,Active/Regular Products
150,333,2.22,2711,0,Active/Regular Products
407,2091,5.137592137592137,2964,2,High-Volume Products
96,248,2.583333333333333,2343,0,Active/Regular Products
445,1602,3.6,2980,0,Active/Regular Products
463,1937,4.183585313174946,2973,0,Active/Regular Products
34,99,2.911764705882353,2043,0,Active/Regular Products
68,247,3.632352941176471,2171,0,Active/Regular Products
311,1457,4.684887459807074,3074,0,Active/Regular Products
459,2960,6.44880174291939,3167,2,High-Volume Products
296,1594,5.385135135135135,3046,0,Active/Regular Products
86,209,2.4302325581395348,1989,0,Active/Regular Products
42,210,5.0,1070,0,Active/Regular Products
54,251,4.648148148148148,1937,0,Active/Regular Products
37,122,3.2972972972972974,1662,0,Active/Regular Products
67,152,2.2686567164179103,2097,0,Active/Regular Products
99,302,3.0505050505050506,2454,0,Active/Regular Products
84,266,3.1666666666666665,2394,0,Active/Regular Products
62,206,3.3225806451612905,2349,0,Active/Regular Products
69,199,2.8840579710144927,2308,0,Active/Regular Products
81,363,4.481481481481482,1365,0,Active/Regular Products
88,411,4.670454545454546,1835,0,Active/Regular Products
113,719,6.36283185840708,1750,0,Active/Regular Products
104,609,5.855769230769231,1874,0,Active/Regular Products
128,930,7.265625,1973,0,Active/Regular Products
135,864,6.4,2491,0,Active/Regular Products
81,642,7.925925925925926,1604,0,Active/Regular Products
74,489,6.608108108108108,1924,0,Active/Regular Products
79,125,1.5822784810126582,2112,0,Active/Regular Products
1,1,1.0,147,1,Slow-Moving Products
70,851,12.157142857142857,2098,2,High-Volume Products
233,3628,15.570815450643776,2948,2,High-Volume Products
200,3382,16.91,2825,2,High-Volume Products
73,1072,14.684931506849315,2167,2,High-Volume Products
88,1782,20.25,2370,2,High-Volume Products
261,4496,17.226053639846743,3022,2,High-Volume Products
134,1763,13.156716417910449,2687,2,High-Volume Products
156,4752,30.46153846153846,2572,2,High-Volume Products
171,1929,11.280701754385966,2698,2,High-Volume Products
40,402,10.05,2199,0,Active/Regular Products
136,2918,21.455882352941178,2951,2,High-Volume Products
91,2519,27.68131868131868,2503,2,High-Volume Products
35,503,14.371428571428572,2169,2,High-Volume Products
55,1453,26.418181818181814,2310,2,High-Volume Products
175,4518,25.81714285714286,2993,2,High-Volume Products
75,1142,15.226666666666668,2607,2,High-Volume Products
86,2103,24.453488372093023,2672,2,High-Volume Products
101,809,8.009900990099009,2823,0,Active/Regular Products
209,1975,9.44976076555024,2896,2,High-Volume Products
356,3188,8.955056179775282,3195,2,High-Volume Products
217,1162,5.354838709677419,3035,0,Active/Regular Products
673,8074,11.99702823179792,3256,2,High-Volume Products
560,4242,7.575,3312,2,High-Volume Products
704,7803,11.083806818181818,3291,2,High-Volume Products
515,6010,11.669902912621358,3104,2,High-Volume Products
571,6113,10.705779334500876,3106,2,High-Volume Products
566,4712,8.325088339222615,3296,2,High-Volume Products
772,8676,11.238341968911918,3348,2,High-Volume Products
81,505,6.234567901234568,2669,0,Active/Regular Products
389,8144,20.93573264781491,3110,2,High-Volume Products
433,5883,13.58660508083141,2969,2,High-Volume Products
211,1413,6.696682464454977,2748,2,High-Volume Products
281,2823,10.04626334519573,2830,2,High-Volume Products
186,2697,14.5,2654,2,High-Volume Products
148,933,6.304054054054054,2856,0,Active/Regular Products
150,873,5.82,2786,0,Active/Regular Products
222,2448,11.027027027027026,3012,2,High-Volume Products
470,3373,7.176595744680851,3099,2,High-Volume Products
348,2759,7.92816091954023,2911,2,High-Volume Products
386,3086,7.994818652849741,2964,2,High-Volume Products
254,2434,9.582677165354331,3076,2,High-Volume Products
179,1380,7.709497206703911,2960,2,High-Volume Products
221,2684,12.144796380090495,3036,2,High-Volume Products
222,2333,10.50900900900901,3028,2,High-Volume Products
90,636,7.066666666666666,2384,0,Active/Regular Products
173,1538,8.890173410404625,2906,2,High-Volume Products
538,10608,19.71747211895911,3172,2,High-Volume Products
512,10460,20.4296875,3075,2,High-Volume Products
338,5167,15.28698224852071,2987,2,High-Volume Products
246,1311,5.329268292682927,2909,0,Active/Regular Products
177,1569,8.864406779661017,2920,2,High-Volume Products
102,1061,10.401960784313726,2654,2,High-Volume Products
111,573,5.162162162162162,2775,0,Active/Regular Products
196,2330,11.887755102040815,2919,2,High-Volume Products
395,6221,15.749367088607595,3169,2,High-Volume Products
161,856,5.316770186335404,2912,0,Active/Regular Products
161,918,5.701863354037267,2875,0,Active/Regular Products
175,684,3.908571428571429,2974,0,Active/Regular Products
79,379,4.79746835443038,2653,0,Active/Regular Products
86,413,4.8023255813953485,2312,0,Active/Regular Products
135,658,4.874074074074074,2739,0,Active/Regular Products
198,2263,11.429292929292927,2975,2,High-Volume Products
196,2006,10.23469387755102,3024,2,High-Volume Products
467,6788,14.535331905781584,3224,2,High-Volume Products
262,3476,13.267175572519085,2636,2,High-Volume Products
186,2821,15.166666666666666,2989,2,High-Volume Products
95,990,10.421052631578949,2606,2,High-Volume Products
123,1953,15.878048780487806,2645,2,High-Volume Products
193,1698,8.797927461139896,3011,2,High-Volume Products
200,2479,12.395,3000,2,High-Volume Products
273,2215,8.113553113553113,3137,2,High-Volume Products
171,1387,8.11111111111111,3008,2,High-Volume Products
125,1251,10.008,2508,2,High-Volume Products
299,782,2.6153846153846154,2982,0,Active/Regular Products
142,313,2.204225352112676,1903,0,Active/Regular Products
358,1327,3.706703910614525,2933,0,Active/Regular Products
144,5211,36.1875,2833,2,High-Volume Products
155,5874,37.89677419354839,2769,2,High-Volume Products
216,9572,44.31481481481482,2777,2,High-Volume Products
46,225,4.891304347826087,1530,0,Active/Regular Products
145,1538,10.606896551724136,2634,2,High-Volume Products
219,3032,13.844748858447488,2973,2,High-Volume Products
102,2073,20.323529411764707,2708,2,High-Volume Products
512,26119,51.013671875,3319,2,High-Volume Products
464,2209,4.760775862068965,2946,2,High-Volume Products
28,69,2.4642857142857144,863,3,Low-Movement Products
443,2480,5.598194130925508,3252,2,High-Volume Products
483,4889,10.122153209109731,3266,2,High-Volume Products
609,6148,10.095238095238097,3282,2,High-Volume Products
267,1342,5.02621722846442,2753,0,Active/Regular Products
235,937,3.987234042553192,2754,0,Active/Regular Products
711,1883,2.648382559774965,3250,0,Active/Regular Products
546,1620,2.967032967032967,3237,0,Active/Regular Products
199,517,2.597989949748744,2619,0,Active/Regular Products
357,852,2.3865546218487395,3040,0,Active/Regular Products
190,965,5.078947368421052,2903,0,Active/Regular Products
900,14249,15.832222222222224,3353,2,High-Volume Products
850,11780,13.858823529411763,3385,2,High-Volume Products
396,3677,9.285353535353536,3096,2,High-Volume Products
392,4468,11.39795918367347,2907,2,High-Volume Products
479,4851,10.127348643006265,2960,2,High-Volume Products
222,763,3.436936936936937,2580,0,Active/Regular Products
194,681,3.5103092783505154,2509,0,Active/Regular Products
198,595,3.005050505050505,2577,0,Active/Regular Products
329,2760,8.389057750759878,3016,2,High-Volume Products
52,300,5.769230769230769,2255,0,Active/Regular Products
148,805,5.4391891891891895,2743,0,Active/Regular Products
57,237,4.157894736842105,2341,0,Active/Regular Products
37,139,3.756756756756757,2185,0,Active/Regular Products
51,269,5.2745098039215685,2085,0,Active/Regular Products
48,238,4.958333333333333,2335,0,Active/Regular Products
